state,stateansi,county,countyansi,ADM2,latitude,longitude
ND,38,Bowman,011,county,46.110144,-103.505943
ND,38,Burke,013,county,48.786453,-102.520087
ND,38,Burleigh,015,county,46.971843,-100.462001
ND,38,Cass,017,county,46.927003,-97.252375
ND,38,Cavalier,019,county,48.768439,-98.463790
ND,38,Dickey,021,county,46.107756,-98.496518
ND,38,Divide,023,county,48.814754,-103.509326
ND,38,Dunn,025,county,47.354548,-102.612366
ND,38,Eddy,027,county,47.723436,-98.900474
ND,38,Emmons,029,county,46.284255,-100.237842
ND,38,Foster,031,county,47.471431,-98.872876
ND,38,Golden Valley,033,county,46.938924,-103.844612
ND,38,Grand Forks,035,county,47.926003,-97.450851
ND,38,Grant,037,county,46.357827,-101.639049
ND,38,Griggs,039,county,47.456334,-98.232286
ND,38,Hettinger,041,county,46.435704,-102.454238
ND,38,Kidder,043,county,46.938273,-99.731198
ND,38,LaMoure,045,county,46.464195,-98.526057
ND,38,Logan,047,county,46.469278,-99.504585
ND,38,McHenry,049,county,48.233842,-100.633267
ND,38,McIntosh,051,county,46.117034,-99.443041
ND,38,McKenzie,053,county,47.742475,-103.403215
ND,38,McLean,055,county,47.653055,-101.421794
ND,38,Mercer,057,county,47.307147,-101.833328
ND,38,Morton,059,county,46.710819,-101.298265
ND,38,Mountrail,061,county,48.210291,-102.364756
ND,38,Nelson,063,county,47.918667,-98.204428
ND,38,Oliver,065,county,47.118079,-101.331420
ND,38,Pembina,067,county,48.766896,-97.545405
ND,38,Pierce,069,county,48.238883,-99.966497
ND,38,Ramsey,071,county,48.266163,-98.739031
ND,38,Ransom,073,county,46.449276,-97.647554
ND,38,Renville,075,county,48.712781,-101.658152
ND,38,Richland,077,county,46.265219,-96.937960
ND,38,Rolette,079,county,48.768271,-99.840463
ND,38,Sargent,081,county,46.108206,-97.630030
ND,38,Sheridan,083,county,47.581359,-100.330986
ND,38,Sioux,085,county,46.110618,-101.061284
ND,38,Slope,087,county,46.445834,-103.462462
ND,38,Stark,089,county,46.817031,-102.662026
ND,38,Steele,091,county,47.451062,-97.718920
ND,38,Stutsman,093,county,46.972223,-98.956123
ND,38,Towner,095,county,48.682183,-99.248158
ND,38,Traill,097,county,47.446215,-97.164754
ND,38,Walsh,099,county,48.376979,-97.722230
ND,38,Ward,101,county,48.216686,-101.540537
ND,38,Wells,103,county,47.580881,-99.682254
ND,38,Williams,105,county,48.355765,-103.501333
OH,39,Adams,001,county,38.834468,-83.478082
OH,39,Allen,003,county,40.771627,-84.106103
OH,39,Ashland,005,county,40.843274,-82.270127
OH,39,Ashtabula,007,county,41.906638,-80.745594
OH,39,Athens,009,county,39.332570,-82.045838
OH,39,Auglaize,011,county,40.561309,-84.224018
OH,39,Belmont,013,county,40.017682,-80.967727
OH,39,Brown,015,county,38.931377,-83.866772
OH,39,Butler,017,county,39.439747,-84.565734
OH,39,Carroll,019,county,40.579884,-81.090787
OH,39,Champaign,021,county,40.132759,-83.767542
OH,39,Clark,023,county,39.917032,-83.783676
OH,39,Clermont,025,county,39.052084,-84.149614
OH,39,Clinton,027,county,39.429004,-83.795048
OH,39,Columbiana,029,county,40.770073,-80.778455
OH,39,Coshocton,031,county,40.296710,-81.930109
OH,39,Crawford,033,county,40.848524,-82.924783
OH,39,Cuyahoga,035,county,41.760392,-81.724217
OH,39,Darke,037,county,40.131542,-84.621248
OH,39,Defiance,039,county,41.321679,-84.486433
OH,39,Delaware,041,county,40.278941,-83.007462
OH,39,Erie,043,county,41.554006,-82.525897
OH,39,Fairfield,045,county,39.752641,-82.627569
OH,39,Fayette,047,county,39.555275,-83.461945
OH,39,Franklin,049,county,39.969384,-83.007273
OH,39,Fulton,051,county,41.597264,-84.124267
OH,39,Gallia,053,county,38.817046,-82.301746
OH,39,Geauga,055,county,41.499322,-81.173505
OH,39,Greene,057,county,39.687479,-83.894894
OH,39,Guernsey,059,county,40.056665,-81.497875
OH,39,Hamilton,061,county,39.196927,-84.544187
OH,39,Hancock,063,county,41.000471,-83.666034
OH,39,Hardin,065,county,40.660415,-83.664077
OH,39,Harrison,067,county,40.292318,-81.091565
OH,39,Henry,069,county,41.331584,-84.068900
OH,39,Highland,071,county,39.184422,-83.601359
OH,39,Hocking,073,county,39.490342,-82.483445
OH,39,Holmes,075,county,40.565309,-81.929869
OH,39,Huron,077,county,41.145080,-82.594641
OH,39,Jackson,079,county,39.013477,-82.614142
OH,39,Jefferson,081,county,40.399384,-80.763527
OH,39,Knox,083,county,40.403620,-82.422393
OH,39,Lake,085,county,41.924116,-81.392643
OH,39,Lawrence,087,county,38.603866,-82.517186
OH,39,Licking,089,county,40.093609,-82.481251
OH,39,Logan,091,county,40.387553,-83.766343
OH,39,Lorain,093,county,41.438805,-82.179722
OH,39,Lucas,095,county,41.682321,-83.468903
OH,39,Madison,097,county,39.896607,-83.400885
OH,39,Mahoning,099,county,41.010880,-80.770396
OH,39,Marion,101,county,40.588034,-83.168803
OH,39,Medina,103,county,41.116174,-81.899764
OH,39,Meigs,105,county,39.089807,-82.028397
OH,39,Mercer,107,county,40.535333,-84.632059
OH,39,Miami,109,county,40.053326,-84.228413
OH,39,Monroe,111,county,39.726240,-81.090976
OH,39,Montgomery,113,county,39.753736,-84.290591
OH,39,Morgan,115,county,39.624946,-81.861699
OH,39,Morrow,117,county,40.525266,-82.797729
OH,39,Muskingum,119,county,39.966046,-81.943506
OH,39,Noble,121,county,39.767232,-81.452512
OH,39,Ottawa,123,county,41.545495,-83.012613
OH,39,Paulding,125,county,41.118920,-84.582255
OH,39,Perry,127,county,39.743187,-82.237952
OH,39,Pickaway,129,county,39.648947,-83.052827
OH,39,Pike,131,county,39.071363,-83.052912
OH,39,Portage,133,county,41.168837,-81.197042
OH,39,Preble,135,county,39.738810,-84.644758
OH,39,Putnam,137,county,41.024533,-84.129879
OH,39,Richland,139,county,40.774159,-82.542781
OH,39,Ross,141,county,39.323818,-83.059581
OH,39,Sandusky,143,county,41.355291,-83.142735
OH,39,Scioto,145,county,38.814889,-82.998675
OH,39,Seneca,147,county,41.120022,-83.127504
OH,39,Shelby,149,county,40.336680,-84.204142
OH,39,Stark,151,county,40.814131,-81.365667
OH,39,Summit,153,county,41.121851,-81.534936
OH,39,Trumbull,155,county,41.305911,-80.768701
OH,39,Tuscarawas,157,county,40.447448,-81.471157
OH,39,Union,159,county,40.295901,-83.367042
OH,39,Van Wert,161,county,40.855520,-84.585775
OH,39,Vinton,163,county,39.252014,-82.485961
OH,39,Warren,165,county,39.425652,-84.169906
OH,39,Washington,167,county,39.450684,-81.490653
OH,39,Wayne,169,county,40.829661,-81.887194
OH,39,Williams,171,county,41.564958,-84.584323
OH,39,Wood,173,county,41.360183,-83.622682
OH,39,Wyandot,175,county,40.839782,-83.313681
OK,40,Adair,001,county,35.898043,-94.651026
OK,40,Alfalfa,003,county,36.729703,-98.323445
OK,40,Atoka,005,county,34.392469,-96.036558
OK,40,Beaver,007,county,36.748334,-100.483056
OK,40,Beckham,009,county,35.270601,-99.690057
OK,40,Blaine,011,county,35.877782,-98.428934
OK,40,Bryan,013,county,33.964004,-96.264137
OK,40,Caddo,015,county,35.167920,-98.381045
OK,40,Canadian,017,county,35.543410,-97.979844
OK,40,Carter,019,county,34.251848,-97.287927
OK,40,Cherokee,021,county,35.904367,-94.996796
OK,40,Choctaw,023,county,34.027645,-95.554208
OK,40,Cimarron,025,county,36.755276,-102.508734
OK,40,Cleveland,027,county,35.206376,-97.323088
OK,40,Coal,029,county,34.582861,-96.288039
OK,40,Comanche,031,county,34.662628,-98.476597
OK,40,Cotton,033,county,34.290676,-98.373438
OK,40,Craig,035,county,36.763890,-95.201553
OK,40,Creek,037,county,35.907732,-96.379793
OK,40,Custer,039,county,35.645601,-98.997386
OK,40,Delaware,041,county,36.393375,-94.808217
OK,40,Dewey,043,county,35.977960,-99.014385
OK,40,Ellis,045,county,36.224258,-99.750139
OK,40,Garfield,047,county,36.378273,-97.787729
OK,40,Garvin,049,county,34.709350,-97.312723
OK,40,Grady,051,county,35.021058,-97.886890
OK,40,Grant,053,county,36.788254,-97.788151
OK,40,Greer,055,county,34.933853,-99.552968
OK,40,Harmon,057,county,34.745971,-99.844194
OK,40,Harper,059,county,36.800350,-99.662805
OK,40,Haskell,061,county,35.232294,-95.109578
OK,40,Hughes,063,county,35.052934,-96.251183
OK,40,Jackson,065,county,34.593949,-99.412210
OK,40,Jefferson,067,county,34.105082,-97.838890
OK,40,Johnston,069,county,34.313455,-96.654254
OK,40,Kay,071,county,36.814885,-97.143862
OK,40,Kingfisher,073,county,35.949431,-97.934568
OK,40,Kiowa,075,county,34.921489,-98.981617
OK,40,Latimer,077,county,34.875137,-95.272262
OK,40,Le Flore,079,county,34.897356,-94.695074
OK,40,Lincoln,081,county,35.703117,-96.881392
OK,40,Logan,083,county,35.914151,-97.450764
OK,40,Love,085,county,33.957775,-97.245124
OK,40,McClain,087,county,35.016433,-97.449801
OK,40,McCurtain,089,county,34.117073,-94.766086
OK,40,McIntosh,091,county,35.369108,-95.671787
OK,40,Major,093,county,36.313119,-98.542015
OK,40,Marshall,095,county,34.027007,-96.770533
OK,40,Mayes,097,county,36.303804,-95.235638
OK,40,Murray,099,county,34.485766,-97.071557
OK,40,Muskogee,101,county,35.617551,-95.383911
OK,40,Noble,103,county,36.384901,-97.236335
OK,40,Nowata,105,county,36.789615,-95.613312
OK,40,Okfuskee,107,county,35.466804,-96.327762
OK,40,Oklahoma,109,county,35.554611,-97.409401
OK,40,Okmulgee,111,county,35.646879,-95.964580
OK,40,Osage,113,county,36.624299,-96.408112
OK,40,Ottawa,115,county,36.835764,-94.802681
OK,40,Pawnee,117,county,36.313704,-96.696669
OK,40,Payne,119,county,36.079225,-96.975255
OK,40,Pittsburg,121,county,34.925540,-95.748130
OK,40,Pontotoc,123,county,34.721716,-96.692123
OK,40,Pottawatomie,125,county,35.211393,-96.957007
OK,40,Pushmataha,127,county,34.377899,-95.408082
OK,40,Roger Mills,129,county,35.708554,-99.741572
OK,40,Rogers,131,county,36.377794,-95.601383
OK,40,Seminole,133,county,35.158366,-96.602857
OK,40,Sequoyah,135,county,35.502435,-94.750757
OK,40,Stephens,137,county,34.481361,-97.855607
OK,40,Texas,139,county,36.746317,-101.483855
OK,40,Tillman,141,county,34.371085,-98.931701
OK,40,Tulsa,143,county,36.120318,-95.941813
OK,40,Wagoner,145,county,35.963479,-95.514100
OK,40,Washington,147,county,36.704380,-95.906155
OK,40,Washita,149,county,35.289497,-98.991436
OK,40,Woods,151,county,36.726984,-98.863649
OK,40,Woodward,153,county,36.425619,-99.273661
OR,41,Baker,001,county,44.703427,-117.691933
OR,41,Benton,003,county,44.493882,-123.424664
OR,41,Clackamas,005,county,45.160493,-122.195127
OR,41,Clatsop,007,county,46.024509,-123.705014
OR,41,Columbia,009,county,45.941932,-123.081079
OR,41,Coos,011,county,43.184193,-124.092557
OR,41,Crook,013,county,44.163054,-120.371585
OR,41,Curry,015,county,42.466439,-124.210929
OR,41,Deschutes,017,county,43.915118,-121.225575
OR,41,Douglas,019,county,43.286328,-123.154476
OR,41,Gilliam,021,county,45.382955,-120.276246
OR,41,Grant,023,county,44.496326,-119.014057
OR,41,Harney,025,county,43.064449,-118.987169
OR,41,Hood River,027,county,45.511775,-121.655976
OR,41,Jackson,029,county,42.411628,-122.675685
OR,41,Jefferson,031,county,44.645151,-121.178632
OR,41,Josephine,033,county,42.386981,-123.571626
OR,41,Klamath,035,county,42.683761,-121.646168
OR,41,Lake,037,county,42.788401,-120.389790
OR,41,Lane,039,county,43.928329,-122.897690
OR,41,Lincoln,041,county,44.641061,-123.911212
OR,41,Linn,043,county,44.488898,-122.537208
OR,41,Malheur,045,county,43.188082,-117.604045
OR,41,Marion,047,county,44.900898,-122.576260
OR,41,Morrow,049,county,45.425496,-119.602311
OR,41,Multnomah,051,county,45.547693,-122.417173
OR,41,Polk,053,county,44.900375,-123.398673
OR,41,Sherman,055,county,45.399216,-120.678512
OR,41,Tillamook,057,county,45.455890,-123.759299
OR,41,Umatilla,059,county,45.591200,-118.733880
OR,41,Union,061,county,45.304081,-117.999149
OR,41,Wallowa,063,county,45.593753,-117.185580
OR,41,Wasco,065,county,45.164536,-121.165069
OR,41,Washington,067,county,45.553542,-123.097615
OR,41,Wheeler,069,county,44.736415,-120.026861
OR,41,Yamhill,071,county,45.247827,-123.316399
PA,42,Adams,001,county,39.869471,-77.217730
PA,42,Allegheny,003,county,40.469757,-79.980451
PA,42,Armstrong,005,county,40.812380,-79.464129
PA,42,Beaver,007,county,40.684140,-80.350721
PA,42,Bedford,009,county,39.998620,-78.494751
PA,42,Berks,011,county,40.413957,-75.926860
PA,42,Blair,013,county,40.497922,-78.310636
PA,42,Bradford,015,county,41.791495,-76.502124
PA,42,Bucks,017,county,40.336887,-75.107060
PA,42,Butler,019,county,40.913847,-79.918978
PA,42,Cambria,021,county,40.510312,-78.710463
PA,42,Cameron,023,county,41.438288,-78.198314
PA,42,Carbon,025,county,40.918366,-75.705039
PA,42,Centre,027,county,40.909160,-77.847830
PA,42,Chester,029,county,39.973965,-75.749732
PA,42,Clarion,031,county,41.198159,-79.420369
PA,42,Clearfield,033,county,41.000249,-78.473749
PA,42,Clinton,035,county,41.245301,-77.649141
PA,42,Columbia,037,county,41.045517,-76.404260
PA,42,Crawford,039,county,41.687835,-80.107799
PA,42,Cumberland,041,county,40.164805,-77.263442
PA,42,Dauphin,043,county,40.412565,-76.792634
PA,42,Delaware,045,county,39.916670,-75.398786
PA,42,Elk,047,county,41.427334,-78.653938
PA,42,Erie,049,county,42.117952,-80.096386
PA,42,Fayette,051,county,39.918907,-79.640119
PA,42,Forest,053,county,41.513304,-79.249705
PA,42,Franklin,055,county,39.926685,-77.724497
PA,42,Fulton,057,county,39.910750,-78.122617
PA,42,Greene,059,county,39.847707,-80.225655
PA,42,Huntingdon,061,county,40.422311,-77.968595
PA,42,Indiana,063,county,40.651432,-79.087545
PA,42,Jefferson,065,county,41.138028,-79.012419
PA,42,Juniata,067,county,40.530673,-77.400438
PA,42,Lackawanna,069,county,41.440284,-75.609666
PA,42,Lancaster,071,county,40.041992,-76.250198
PA,42,Lawrence,073,county,40.992735,-80.334446
PA,42,Lebanon,075,county,40.371559,-76.464870
PA,42,Lehigh,077,county,40.614241,-75.590627
PA,42,Luzerne,079,county,41.172787,-75.976035
PA,42,Lycoming,081,county,41.343620,-77.055225
PA,42,McKean,083,county,41.814590,-78.572463
PA,42,Mercer,085,county,41.300014,-80.252786
PA,42,Mifflin,087,county,40.601607,-77.651938
PA,42,Monroe,089,county,41.056240,-75.329065
PA,42,Montgomery,091,county,40.209999,-75.370201
PA,42,Montour,093,county,41.029291,-76.665195
PA,42,Northampton,095,county,40.752791,-75.307447
PA,42,Northumberland,097,county,40.851524,-76.709877
PA,42,Perry,099,county,40.397780,-77.266328
PA,42,Philadelphia,101,county,40.009376,-75.133346
PA,42,Pike,103,county,41.325949,-75.031514
PA,42,Potter,105,county,41.748587,-77.894436
PA,42,Schuylkill,107,county,40.703682,-76.217788
PA,42,Snyder,109,county,40.755407,-77.072929
PA,42,Somerset,111,county,39.981297,-79.028486
PA,42,Sullivan,113,county,41.439285,-76.511717
PA,42,Susquehanna,115,county,41.819665,-75.800969
PA,42,Tioga,117,county,41.766859,-77.257288
PA,42,Union,119,county,40.962179,-77.055475
PA,42,Venango,121,county,41.401980,-79.754418
PA,42,Warren,123,county,41.843669,-79.313173
PA,42,Washington,125,county,40.200005,-80.252132
PA,42,Wayne,127,county,41.647007,-75.293193
PA,42,Westmoreland,129,county,40.311068,-79.466688
PA,42,Wyoming,131,county,41.525173,-76.008731
PA,42,York,133,county,39.921751,-76.728889
RI,44,Bristol,001,county,41.701614,-71.289286
RI,44,Kent,003,county,41.668949,-71.577634
RI,44,Newport,005,county,41.502504,-71.283689
RI,44,Providence,007,county,41.869765,-71.578626
RI,44,Washington,009,county,41.400981,-71.617598
SC,45,Abbeville,001,county,34.213809,-82.460460
SC,45,Aiken,003,county,33.550013,-81.632983
SC,45,Allendale,005,county,32.979784,-81.363421
SC,45,Anderson,007,county,34.521235,-82.638603
SC,45,Bamberg,009,county,33.203021,-81.053161
SC,45,Barnwell,011,county,33.260552,-81.434228
SC,45,Beaufort,013,county,32.358147,-80.689320
SC,45,Berkeley,015,county,33.207700,-79.953655
SC,45,Calhoun,017,county,33.674780,-80.780347
SC,45,Charleston,019,county,32.800458,-79.942480
SC,45,Cherokee,021,county,35.049796,-81.607647
SC,45,Chester,023,county,34.689345,-81.161249
SC,45,Chesterfield,025,county,34.637018,-80.159227
SC,45,Clarendon,027,county,33.664682,-80.217889
SC,45,Colleton,029,county,32.835018,-80.655244
SC,45,Darlington,031,county,34.332185,-79.962115
SC,45,Dillon,033,county,34.390172,-79.374964
SC,45,Dorchester,035,county,33.082186,-80.404697
SC,45,Edgefield,037,county,33.776498,-81.968245
SC,45,Fairfield,039,county,34.395669,-81.127001
SC,45,Florence,041,county,34.028535,-79.710233
SC,45,Georgetown,043,county,33.417531,-79.296333
SC,45,Greenville,045,county,34.892645,-82.372077
SC,45,Greenwood,047,county,34.155796,-82.127876
SC,45,Hampton,049,county,32.778335,-81.143817
SC,45,Horry,051,county,33.909269,-78.976675
SC,45,Jasper,053,county,32.430590,-81.021627
SC,45,Kershaw,055,county,34.338356,-80.590885
SC,45,Lancaster,057,county,34.686818,-80.703688
SC,45,Laurens,059,county,34.483477,-82.005657
SC,45,Lee,061,county,34.158640,-80.251209
SC,45,Lexington,063,county,33.892589,-81.272828
SC,45,McCormick,065,county,33.897605,-82.316192
SC,45,Marion,067,county,34.083620,-79.354001
SC,45,Marlboro,069,county,34.601805,-79.677942
SC,45,Newberry,071,county,34.289730,-81.600053
SC,45,Oconee,073,county,34.748771,-83.061543
SC,45,Orangeburg,075,county,33.436135,-80.802913
SC,45,Pickens,077,county,34.885380,-82.723376
SC,45,Richland,079,county,34.029783,-80.896566
SC,45,Saluda,081,county,34.005278,-81.727903
SC,45,Spartanburg,083,county,34.933239,-81.991053
SC,45,Sumter,085,county,33.916253,-80.382288
SC,45,Union,087,county,34.690390,-81.615899
SC,45,Williamsburg,089,county,33.626463,-79.716475
SC,45,York,091,county,34.970190,-81.183188
SD,46,Aurora,003,county,43.724719,-98.577587
SD,46,Beadle,005,county,44.418265,-98.279422
SD,46,Bennett,007,county,43.186912,-101.677181
SD,46,Bon Homme,009,county,42.985799,-97.884199
SD,46,Brookings,011,county,44.376675,-96.797797
SD,46,Brown,013,county,45.589254,-98.352175
SD,46,Brule,015,county,43.729880,-99.092941
SD,46,Buffalo,017,county,44.044306,-99.203998
SD,46,Butte,019,county,44.896226,-103.501436
SD,46,Campbell,021,county,45.785575,-100.002107
SD,46,Charles Mix,023,county,43.206185,-98.595143
SD,46,Clark,025,county,44.855211,-97.724912
SD,46,Clay,027,county,42.916150,-96.980468
SD,46,Codington,029,county,44.966285,-97.198837
SD,46,Corson,031,county,45.685671,-101.179665
SD,46,Custer,033,county,43.684943,-103.462250
SD,46,Davison,035,county,43.680439,-98.155868
SD,46,Day,037,county,45.355034,-97.581430
SD,46,Deuel,039,county,44.756290,-96.690239
SD,46,Dewey,041,county,45.148049,-100.837953
SD,46,Douglas,043,county,43.391506,-98.358433
SD,46,Edmunds,045,county,45.411680,-99.205362
SD,46,Fall River,047,county,43.221619,-103.512609
SD,46,Faulk,049,county,45.065476,-99.153564
SD,46,Grant,051,county,45.172637,-96.772261
SD,46,Gregory,053,county,43.179098,-99.202153
SD,46,Haakon,055,county,44.282885,-101.595460
SD,46,Hamlin,057,county,44.680619,-97.178598
SD,46,Hand,059,county,44.546713,-99.004575
SD,46,Hanson,061,county,43.680612,-97.796845
SD,46,Harding,063,county,45.596612,-103.473867
SD,46,Hughes,065,county,44.384452,-99.975684
SD,46,Hutchinson,067,county,43.336710,-97.749383
SD,46,Hyde,069,county,44.537301,-99.492148
SD,46,Jackson,071,county,43.677506,-101.626323
SD,46,Jerauld,073,county,44.063410,-98.623170
SD,46,Jones,075,county,43.951990,-100.686139
SD,46,Kingsbury,077,county,44.362969,-97.499313
SD,46,Lake,079,county,44.028450,-97.123223
SD,46,Lawrence,081,county,44.348583,-103.805817
SD,46,Lincoln,083,county,43.279420,-96.722286
SD,46,Lyman,085,county,43.894812,-99.841925
SD,46,McCook,087,county,43.678924,-97.362036
SD,46,McPherson,089,county,45.784249,-99.211421
SD,46,Marshall,091,county,45.737053,-97.580884
SD,46,Meade,093,county,44.605276,-102.714177
SD,46,Mellette,095,county,43.584690,-100.760955
SD,46,Miner,097,county,44.021541,-97.608122
SD,46,Minnehaha,099,county,43.667472,-96.795726
SD,46,Moody,101,county,44.012429,-96.676054
SD,46,Pennington,103,county,44.002349,-102.823801
SD,46,Perkins,105,county,45.483387,-102.467995
SD,46,Potter,107,county,45.052713,-99.962003
SD,46,Roberts,109,county,45.623397,-96.947551
SD,46,Sanborn,111,county,44.021032,-98.092105
SD,46,Shannon,113,county,43.333630,-102.561699
SD,46,Spink,115,county,44.923772,-98.339615
SD,46,Stanley,117,county,44.415547,-100.749163
SD,46,Sully,119,county,44.722325,-100.131399
SD,46,Todd,121,county,43.208794,-100.707664
SD,46,Tripp,123,county,43.349729,-99.876219
SD,46,Turner,125,county,43.308670,-97.150185
SD,46,Union,127,county,42.831106,-96.650829
SD,46,Walworth,129,county,45.427605,-100.027856
SD,46,Yankton,135,county,43.006607,-97.388339
SD,46,Ziebach,137,county,44.989764,-101.660827
TN,47,Anderson,001,county,36.116731,-84.195418
TN,47,Bedford,003,county,35.513660,-86.458294
TN,47,Benton,005,county,36.069253,-88.071212
TN,47,Bledsoe,007,county,35.593668,-85.205979
TN,47,Blount,009,county,35.688185,-83.922973
TN,47,Bradley,011,county,35.153914,-84.859414
TN,47,Campbell,013,county,36.401592,-84.159249
TN,47,Cannon,015,county,35.808394,-86.062404
TN,47,Carroll,017,county,35.965918,-88.452298
TN,47,Carter,019,county,36.284744,-82.126593
TN,47,Cheatham,021,county,36.255169,-87.100808
TN,47,Chester,023,county,35.420253,-88.611353
TN,47,Claiborne,025,county,36.501542,-83.660722
TN,47,Clay,027,county,36.545788,-85.545816
TN,47,Cocke,029,county,35.916198,-83.119224
TN,47,Coffee,031,county,35.488759,-86.078219
TN,47,Crockett,033,county,35.818795,-89.132494
TN,47,Cumberland,035,county,35.952398,-84.994761
TN,47,Davidson,037,county,36.169129,-86.784790
TN,47,Decatur,039,county,35.603136,-88.110292
TN,47,DeKalb,041,county,35.986471,-85.834914
TN,47,Dickson,043,county,36.145533,-87.364155
TN,47,Dyer,045,county,36.054196,-89.398306
TN,47,Fayette,047,county,35.196993,-89.413803
TN,47,Fentress,049,county,36.369888,-84.937764
TN,47,Franklin,051,county,35.155926,-86.099203
TN,47,Gibson,053,county,35.991637,-88.933810
TN,47,Giles,055,county,35.202723,-87.035319
TN,47,Grainger,057,county,36.277463,-83.509493
TN,47,Greene,059,county,36.179514,-82.847485
TN,47,Grundy,061,county,35.393356,-85.710389
TN,47,Hamblen,063,county,36.218397,-83.266071
TN,47,Hamilton,065,county,35.159186,-85.202296
TN,47,Hancock,067,county,36.521419,-83.227453
TN,47,Hardeman,069,county,35.218785,-88.988697
TN,47,Hardin,071,county,35.201893,-88.185696
TN,47,Hawkins,073,county,36.452211,-82.931386
TN,47,Haywood,075,county,35.586690,-89.282536
TN,47,Henderson,077,county,35.653994,-88.387674
TN,47,Henry,079,county,36.325295,-88.300288
TN,47,Hickman,081,county,35.802291,-87.467101
TN,47,Houston,083,county,36.285782,-87.705598
TN,47,Humphreys,085,county,36.040822,-87.790453
TN,47,Jackson,087,county,36.354241,-85.674094
TN,47,Jefferson,089,county,36.048479,-83.440966
TN,47,Johnson,091,county,36.453203,-81.861247
TN,47,Knox,093,county,35.992726,-83.937721
TN,47,Lake,095,county,36.333905,-89.485536
TN,47,Lauderdale,097,county,35.762951,-89.627732
TN,47,Lawrence,099,county,35.220476,-87.396546
TN,47,Lewis,101,county,35.523244,-87.496983
TN,47,Lincoln,103,county,35.142916,-86.593298
TN,47,Loudon,105,county,35.737450,-84.316204
TN,47,McMinn,107,county,35.424471,-84.619962
TN,47,McNairy,109,county,35.175228,-88.563629
TN,47,Macon,111,county,36.537757,-86.000959
TN,47,Madison,113,county,35.606056,-88.833424
TN,47,Marion,115,county,35.133422,-85.618399
TN,47,Marshall,117,county,35.468387,-86.765886
TN,47,Maury,119,county,35.615696,-87.077763
TN,47,Meigs,121,county,35.503397,-84.823888
TN,47,Monroe,123,county,35.447818,-84.249705
TN,47,Montgomery,125,county,36.500354,-87.380887
TN,47,Moore,127,county,35.288888,-86.358684
TN,47,Morgan,129,county,36.138697,-84.639262
TN,47,Obion,131,county,36.358171,-89.149879
TN,47,Overton,133,county,36.344850,-85.283076
TN,47,Perry,135,county,35.663749,-87.869329
TN,47,Pickett,137,county,36.559364,-85.075741
TN,47,Polk,139,county,35.109437,-84.541112
TN,47,Putnam,141,county,36.140940,-85.496180
TN,47,Rhea,143,county,35.600587,-84.949552
TN,47,Roane,145,county,35.847249,-84.523942
TN,47,Robertson,147,county,36.527530,-86.869377
TN,47,Rutherford,149,county,35.843369,-86.417213
TN,47,Scott,151,county,36.436071,-84.505548
TN,47,Sequatchie,153,county,35.372358,-85.410322
TN,47,Sevier,155,county,35.801810,-83.515696
TN,47,Shelby,157,county,35.183794,-89.895397
TN,47,Smith,159,county,36.255650,-85.942078
TN,47,Stewart,161,county,36.511756,-87.851548
TN,47,Sullivan,163,county,36.510213,-82.299396
TN,47,Sumner,165,county,36.473443,-86.459798
TN,47,Tipton,167,county,35.500259,-89.766803
TN,47,Trousdale,169,county,36.393030,-86.156691
TN,47,Unicoi,171,county,36.100216,-82.418265
TN,47,Union,173,county,36.284140,-83.836088
TN,47,Van Buren,175,county,35.699234,-85.458409
TN,47,Warren,177,county,35.678250,-85.777343
TN,47,Washington,179,county,36.295665,-82.495037
TN,47,Wayne,181,county,35.242886,-87.819850
TN,47,Weakley,183,county,36.303386,-88.720803
TN,47,White,185,county,35.927062,-85.455766
TN,47,Williamson,187,county,35.894845,-86.897886
TN,47,Wilson,189,county,36.148476,-86.290210
TX,48,Anderson,001,county,31.841261,-95.661726
TX,48,Andrews,003,county,32.312258,-102.640206
TX,48,Angelina,005,county,31.251951,-94.611056
TX,48,Aransas,007,county,28.104225,-96.977983
TX,48,Archer,009,county,33.616305,-98.687267
TX,48,Armstrong,011,county,34.964179,-101.356636
TX,48,Atascosa,013,county,28.891397,-98.535381
TX,48,Austin,015,county,29.891901,-96.270170
TX,48,Bailey,017,county,34.067521,-102.830345
TX,48,Bandera,019,county,29.756389,-99.248285
TX,48,Bastrop,021,county,30.100771,-97.310643
TX,48,Baylor,023,county,33.618921,-99.207848
TX,48,Bee,025,county,28.416077,-97.742586
TX,48,Bell,027,county,31.042303,-97.481374
TX,48,Bexar,029,county,29.448671,-98.520147
TX,48,Blanco,031,county,30.266456,-98.399217
TX,48,Borden,033,county,32.738590,-101.439199
TX,48,Bosque,035,county,31.900819,-97.637641
TX,48,Bowie,037,county,33.446051,-94.422375
TX,48,Brazoria,039,county,29.167817,-95.434647
TX,48,Brazos,041,county,30.656717,-96.302392
TX,48,Brewster,043,county,29.808997,-103.252458
TX,48,Briscoe,045,county,34.525172,-101.205893
TX,48,Brooks,047,county,27.034994,-98.215276
TX,48,Brown,049,county,31.764103,-98.998470
TX,48,Burleson,051,county,30.493487,-96.622091
TX,48,Burnet,053,county,30.789630,-98.201187
TX,48,Caldwell,055,county,29.832399,-97.628141
TX,48,Calhoun,057,county,28.441719,-96.579574
TX,48,Callahan,059,county,32.293150,-99.372249
TX,48,Cameron,061,county,26.102923,-97.478958
