state,stateansi,county,countyansi,ADM2,latitude,longitude
MS,28,Lawrence,077,county,31.550009,-90.107530
MS,28,Leake,079,county,32.760737,-89.522236
MS,28,Lee,081,county,34.292460,-88.682383
MS,28,Leflore,083,county,33.549790,-90.294934
MS,28,Lincoln,085,county,31.535216,-90.453566
MS,28,Lowndes,087,county,33.471424,-88.439723
MS,28,Madison,089,county,32.634370,-90.034160
MS,28,Marion,091,county,31.230167,-89.821712
MS,28,Marshall,093,county,34.766190,-89.504231
MS,28,Monroe,095,county,33.890030,-88.485038
MS,28,Montgomery,097,county,33.500714,-89.639625
MS,28,Neshoba,099,county,32.752518,-89.119274
MS,28,Newton,101,county,32.401970,-89.118412
MS,28,Noxubee,103,county,33.106508,-88.566004
MS,28,Oktibbeha,105,county,33.422313,-88.876151
MS,28,Panola,107,county,34.365205,-89.963065
MS,28,Pearl River,109,county,30.774793,-89.586904
MS,28,Perry,111,county,31.169307,-88.988755
MS,28,Pike,113,county,31.177517,-90.397725
MS,28,Pontotoc,115,county,34.227081,-89.037239
MS,28,Prentiss,117,county,34.621104,-88.522179
MS,28,Quitman,119,county,34.252833,-90.290171
MS,28,Rankin,121,county,32.267123,-89.946063
MS,28,Scott,123,county,32.427127,-89.533209
MS,28,Sharkey,125,county,32.892395,-90.827613
MS,28,Simpson,127,county,31.902505,-89.917709
MS,28,Smith,129,county,32.019029,-89.494877
MS,28,Stone,131,county,30.790184,-89.112297
MS,28,Sunflower,133,county,33.605529,-90.595090
MS,28,Tallahatchie,135,county,33.954527,-90.172245
MS,28,Tate,137,county,34.649553,-89.943105
MS,28,Tippah,139,county,34.763618,-88.918819
MS,28,Tishomingo,141,county,34.737697,-88.236064
MS,28,Tunica,143,county,34.652201,-90.371770
MS,28,Union,145,county,34.489533,-89.002339
MS,28,Walthall,147,county,31.164492,-90.103431
MS,28,Warren,149,county,32.356095,-90.852384
MS,28,Washington,151,county,33.273174,-90.944446
MS,28,Wayne,153,county,31.642475,-88.678212
MS,28,Webster,155,county,33.612048,-89.283836
MS,28,Wilkinson,157,county,31.161091,-91.324617
MS,28,Winston,159,county,33.078724,-89.037391
MS,28,Yalobusha,161,county,34.030666,-89.703807
MS,28,Yazoo,163,county,32.765675,-90.387928
MO,29,Adair,001,county,40.190666,-92.603592
MO,29,Andrew,003,county,39.988863,-94.803551
MO,29,Atchison,005,county,40.431846,-95.437555
MO,29,Audrain,007,county,39.214480,-91.843415
MO,29,Barry,009,county,36.699378,-93.834326
MO,29,Barton,011,county,37.500799,-94.344089
MO,29,Bates,013,county,38.257217,-94.339246
MO,29,Benton,015,county,38.301036,-93.287942
MO,29,Bollinger,017,county,37.318346,-90.024604
MO,29,Boone,019,county,38.989861,-92.310202
MO,29,Buchanan,021,county,39.660369,-94.808173
MO,29,Butler,023,county,36.715180,-90.403130
MO,29,Caldwell,025,county,39.658998,-93.979179
MO,29,Callaway,027,county,38.835547,-91.923446
MO,29,Camden,029,county,38.026527,-92.765327
MO,29,Cape Girardeau,031,county,37.384141,-89.685658
MO,29,Carroll,033,county,39.427375,-93.500227
MO,29,Carter,035,county,36.944858,-90.945705
MO,29,Cass,037,county,38.647159,-94.354242
MO,29,Cedar,039,county,37.733655,-93.850014
MO,29,Chariton,041,county,39.517968,-92.961620
MO,29,Christian,043,county,36.969739,-93.187614
MO,29,Clark,045,county,40.407275,-91.729472
MO,29,Clay,047,county,39.315551,-94.421502
MO,29,Clinton,049,county,39.608723,-94.395803
MO,29,Cole,051,county,38.503233,-92.280027
MO,29,Cooper,053,county,38.845386,-92.812323
MO,29,Crawford,055,county,37.966560,-91.313933
MO,29,Dade,057,county,37.432350,-93.854878
MO,29,Dallas,059,county,37.683583,-93.033812
MO,29,Daviess,061,county,39.962839,-93.970053
MO,29,DeKalb,063,county,39.894665,-94.407190
MO,29,Dent,065,county,37.603075,-91.489716
MO,29,Douglas,067,county,36.946517,-92.515892
MO,29,Dunklin,069,county,36.153025,-90.062254
MO,29,Franklin,071,county,38.408313,-91.073410
MO,29,Gasconade,073,county,38.441183,-91.505780
MO,29,Gentry,075,county,40.208127,-94.405321
MO,29,Greene,077,county,37.258196,-93.340641
MO,29,Grundy,079,county,40.112541,-93.565054
MO,29,Harrison,081,county,40.345620,-93.992582
MO,29,Henry,083,county,38.386491,-93.792628
MO,29,Hickory,085,county,37.936700,-93.322834
MO,29,Holt,087,county,40.095724,-95.219072
MO,29,Howard,089,county,39.143365,-92.695926
MO,29,Howell,091,county,36.774369,-91.887368
MO,29,Iron,093,county,37.625971,-90.699587
MO,29,Jackson,095,county,39.005441,-94.343326
MO,29,Jasper,097,county,37.205197,-94.337259
MO,29,Jefferson,099,county,38.257599,-90.543542
MO,29,Johnson,101,county,38.741528,-93.811863
MO,29,Knox,103,county,40.136776,-92.146809
MO,29,Laclede,105,county,37.659688,-92.594840
MO,29,Lafayette,107,county,39.068705,-93.802639
MO,29,Lawrence,109,county,37.106590,-93.830551
MO,29,Lewis,111,county,40.084559,-91.728803
MO,29,Lincoln,113,county,39.062255,-90.962916
MO,29,Linn,115,county,39.864440,-93.108019
MO,29,Livingston,117,county,39.778587,-93.548201
MO,29,McDonald,119,county,36.630218,-94.343956
MO,29,Macon,121,county,39.829795,-92.564340
MO,29,Madison,123,county,37.473235,-90.345453
MO,29,Maries,125,county,38.162615,-91.923601
MO,29,Marion,127,county,39.807538,-91.635379
MO,29,Mercer,129,county,40.421413,-93.567631
MO,29,Miller,131,county,38.216680,-92.429876
MO,29,Mississippi,133,county,36.826264,-89.295929
MO,29,Moniteau,135,county,38.633037,-92.583642
MO,29,Monroe,137,county,39.498270,-92.006458
MO,29,Montgomery,139,county,38.935162,-91.465437
MO,29,Morgan,141,county,38.420807,-92.874835
MO,29,New Madrid,143,county,36.594261,-89.655948
MO,29,Newton,145,county,36.908364,-94.335021
MO,29,Nodaway,147,county,40.361136,-94.883146
MO,29,Oregon,149,county,36.685310,-91.401827
MO,29,Osage,151,county,38.464253,-91.859504
MO,29,Ozark,153,county,36.649590,-92.458549
MO,29,Pemiscot,155,county,36.209916,-89.785942
MO,29,Perry,157,county,37.711130,-89.802125
MO,29,Pettis,159,county,38.727367,-93.285207
MO,29,Phelps,161,county,37.866326,-91.790349
MO,29,Pike,163,county,39.339959,-91.171607
MO,29,Platte,165,county,39.378696,-94.761472
MO,29,Polk,167,county,37.616761,-93.400817
MO,29,Pulaski,169,county,37.824835,-92.207022
MO,29,Putnam,171,county,40.478606,-93.014531
MO,29,Ralls,173,county,39.553455,-91.524787
MO,29,Randolph,175,county,39.439249,-92.492959
MO,29,Ray,177,county,39.308401,-93.995746
MO,29,Reynolds,179,county,37.360857,-90.969516
MO,29,Ripley,181,county,36.648902,-90.867060
MO,29,St. Charles,183,county,38.781102,-90.674915
MO,29,St. Clair,185,county,38.039069,-93.773076
MO,29,Ste. Genevieve,186,county,37.885845,-90.161531
MO,29,St. Francois,187,county,37.810707,-90.473868
MO,29,St. Louis,189,county,38.640702,-90.445954
MO,29,Saline,195,county,39.135840,-93.204164
MO,29,Schuyler,197,county,40.469361,-92.519016
MO,29,Scotland,199,county,40.447686,-92.142824
MO,29,Scott,201,county,37.047793,-89.568098
MO,29,Shannon,203,county,37.152498,-91.391328
MO,29,Shelby,205,county,39.797531,-92.088719
MO,29,Stoddard,207,county,36.851557,-89.947481
MO,29,Stone,209,county,36.751004,-93.473701
MO,29,Sullivan,211,county,40.209587,-93.109783
MO,29,Taney,213,county,36.649827,-93.042819
MO,29,Texas,215,county,37.314257,-91.964478
MO,29,Vernon,217,county,37.850196,-94.341597
MO,29,Warren,219,county,38.761902,-91.159306
MO,29,Washington,221,county,37.942611,-90.897018
MO,29,Wayne,223,county,37.112319,-90.452378
MO,29,Webster,225,county,37.280804,-92.876080
MO,29,Worth,227,county,40.480192,-94.418748
MO,29,Wright,229,county,37.267636,-92.480010
MO,29,St. Louis,510,city,38.635699,-90.244582
MT,30,Beaverhead,001,county,45.133863,-112.892869
MT,30,Big Horn,003,county,45.407869,-107.518163
MT,30,Blaine,005,county,48.428282,-108.967648
MT,30,Broadwater,007,county,46.329851,-111.497869
MT,30,Carbon,009,county,45.224475,-109.028551
MT,30,Carter,011,county,45.516825,-104.515324
MT,30,Cascade,013,county,47.316443,-111.350571
MT,30,Chouteau,015,county,47.886837,-110.436189
MT,30,Custer,017,county,46.261481,-105.550508
MT,30,Daniels,019,county,48.794429,-105.541739
MT,30,Dawson,021,county,47.272425,-104.901027
MT,30,Deer Lodge,023,county,46.094962,-113.140153
MT,30,Fallon,025,county,46.318184,-104.405718
MT,30,Fergus,027,county,47.223641,-109.223705
MT,30,Flathead,029,county,48.314581,-114.054523
MT,30,Gallatin,031,county,45.518054,-111.163921
MT,30,Garfield,033,county,47.280033,-106.986706
MT,30,Glacier,035,county,48.705671,-112.990502
MT,30,Golden Valley,037,county,46.380624,-109.174586
MT,30,Granite,039,county,46.394979,-113.425548
MT,30,Hill,041,county,48.631959,-110.106321
MT,30,Jefferson,043,county,46.124319,-112.058853
MT,30,Judith Basin,045,county,47.032558,-110.305320
MT,30,Lake,047,county,47.642901,-114.083687
MT,30,Lewis and Clark,049,county,47.122034,-112.382924
MT,30,Liberty,051,county,48.559654,-111.036924
MT,30,Lincoln,053,county,48.556765,-115.475830
MT,30,McCone,055,county,47.629628,-105.757222
MT,30,Madison,057,county,45.325321,-111.913739
MT,30,Meagher,059,county,46.585698,-110.921748
MT,30,Mineral,061,county,47.155213,-115.064547
MT,30,Missoula,063,county,47.027263,-113.892681
MT,30,Musselshell,065,county,46.505281,-108.439763
MT,30,Park,067,county,45.421905,-110.532798
MT,30,Petroleum,069,county,47.141917,-108.226575
MT,30,Phillips,071,county,48.250155,-107.928833
MT,30,Pondera,073,county,48.230312,-112.219928
MT,30,Powder River,075,county,45.408926,-105.555344
MT,30,Powell,077,county,46.844225,-112.931100
MT,30,Prairie,079,county,46.812398,-105.503938
MT,30,Ravalli,081,county,46.079298,-114.119065
MT,30,Richland,083,county,47.785513,-104.563387
MT,30,Roosevelt,085,county,48.282747,-104.995170
MT,30,Rosebud,087,county,46.162058,-106.702539
MT,30,Sanders,089,county,47.756500,-115.180295
MT,30,Sheridan,091,county,48.705523,-104.533913
MT,30,Silver Bow,093,county,45.895959,-112.660222
MT,30,Stillwater,095,county,45.658928,-109.382156
MT,30,Sweet Grass,097,county,45.813060,-109.941312
MT,30,Teton,099,county,47.819035,-112.281725
MT,30,Toole,101,county,48.645052,-111.733493
MT,30,Treasure,103,county,46.209558,-107.280369
MT,30,Valley,105,county,48.349850,-106.670424
MT,30,Wheatland,107,county,46.497047,-109.857147
MT,30,Wibaux,109,county,46.962966,-104.274518
MT,30,Yellowstone,111,county,45.936987,-108.276656
NE,31,Adams,001,county,40.520632,-98.500044
NE,31,Antelope,003,county,42.183225,-98.058037
NE,31,Arthur,005,county,41.571944,-101.695898
NE,31,Banner,007,county,41.539750,-103.726263
NE,31,Blaine,009,county,41.925230,-99.990771
NE,31,Boone,011,county,41.703934,-98.070476
NE,31,Box Butte,013,county,42.210380,-103.081779
NE,31,Boyd,015,county,42.894448,-98.773022
NE,31,Brown,017,county,42.359562,-99.923920
NE,31,Buffalo,019,county,40.855226,-99.074983
NE,31,Burt,021,county,41.854179,-96.337746
NE,31,Butler,023,county,41.226072,-97.132039
NE,31,Cass,025,county,40.909878,-96.140609
NE,31,Cedar,027,county,42.604511,-97.256824
NE,31,Chase,029,county,40.530390,-101.694192
NE,31,Cherry,031,county,42.571323,-101.047653
NE,31,Cheyenne,033,county,41.214236,-103.011929
NE,31,Clay,035,county,40.523669,-98.051050
NE,31,Colfax,037,county,41.574960,-97.088945
NE,31,Cuming,039,county,41.915865,-96.788517
NE,31,Custer,041,county,41.393893,-99.726866
NE,31,Dakota,043,county,42.391645,-96.561356
NE,31,Dawes,045,county,42.711214,-103.134872
NE,31,Dawson,047,county,40.867378,-99.815154
NE,31,Deuel,049,county,41.111903,-102.332609
NE,31,Dixon,051,county,42.485280,-96.855862
NE,31,Dodge,053,county,41.577008,-96.645853
NE,31,Douglas,055,county,41.297091,-96.154066
NE,31,Dundy,057,county,40.180165,-101.681133
NE,31,Fillmore,059,county,40.525040,-97.596705
NE,31,Franklin,061,county,40.183203,-98.962080
NE,31,Frontier,063,county,40.530947,-100.406683
NE,31,Furnas,065,county,40.191865,-99.909663
NE,31,Gage,067,county,40.255234,-96.683453
NE,31,Garden,069,county,41.633364,-102.302985
NE,31,Garfield,071,county,41.906868,-98.951231
NE,31,Gosper,073,county,40.509095,-99.823206
NE,31,Grant,075,county,41.913957,-101.755965
NE,31,Greeley,077,county,41.567571,-98.530565
NE,31,Hall,079,county,40.866027,-98.502664
NE,31,Hamilton,081,county,40.872817,-98.022329
NE,31,Harlan,083,county,40.178766,-99.403418
NE,31,Hayes,085,county,40.537234,-101.047963
NE,31,Hitchcock,087,county,40.176896,-101.044217
NE,31,Holt,089,county,42.459287,-98.784766
NE,31,Hooker,091,county,41.918700,-101.116810
NE,31,Howard,093,county,41.216851,-98.513342
NE,31,Jefferson,095,county,40.175736,-97.143103
NE,31,Johnson,097,county,40.395010,-96.265367
NE,31,Kearney,099,county,40.509120,-98.947602
NE,31,Keith,101,county,41.194245,-101.644449
NE,31,Keya Paha,103,county,42.875480,-99.718351
NE,31,Kimball,105,county,41.199274,-103.703153
NE,31,Knox,107,county,42.634404,-97.891349
NE,31,Lancaster,109,county,40.783547,-96.688658
NE,31,Lincoln,111,county,41.050322,-100.744481
NE,31,Logan,113,county,41.542155,-100.443665
NE,31,Loup,115,county,41.897665,-99.509776
NE,31,McPherson,117,county,41.648414,-101.120851
NE,31,Madison,119,county,41.909929,-97.606856
NE,31,Merrick,121,county,41.169801,-98.031051
NE,31,Morrill,123,county,41.732204,-102.990594
NE,31,Nance,125,county,41.402385,-97.991408
NE,31,Nemaha,127,county,40.385236,-95.853056
NE,31,Nuckolls,129,county,40.176492,-98.046842
NE,31,Otoe,131,county,40.637992,-96.131027
NE,31,Pawnee,133,county,40.137850,-96.245225
NE,31,Perkins,135,county,40.857646,-101.627468
NE,31,Phelps,137,county,40.516365,-99.406557
NE,31,Pierce,139,county,42.271413,-97.610992
NE,31,Platte,141,county,41.576866,-97.513467
NE,31,Polk,143,county,41.187925,-97.570663
NE,31,Red Willow,145,county,40.169420,-100.468576
NE,31,Richardson,147,county,40.123743,-95.718603
NE,31,Rock,149,county,42.394749,-99.420851
NE,31,Saline,151,county,40.516802,-97.131755
NE,31,Sarpy,153,county,41.115064,-96.109125
NE,31,Saunders,155,county,41.223152,-96.640923
NE,31,Scotts Bluff,157,county,41.850331,-103.701549
NE,31,Seward,159,county,40.871944,-97.140383
NE,31,Sheridan,161,county,42.512289,-102.368280
NE,31,Sherman,163,county,41.218743,-98.972849
NE,31,Sioux,165,county,42.470612,-103.732111
NE,31,Stanton,167,county,41.905045,-97.177109
NE,31,Thayer,169,county,40.173845,-97.596263
NE,31,Thomas,171,county,41.848620,-100.506911
NE,31,Thurston,173,county,42.154061,-96.533943
NE,31,Valley,175,county,41.564094,-98.983484
NE,31,Washington,177,county,41.533973,-96.224577
NE,31,Wayne,179,county,42.210746,-97.126243
NE,31,Webster,181,county,40.180646,-98.498590
NE,31,Wheeler,183,county,41.922578,-98.520851
NE,31,York,185,county,40.873056,-97.596742
NV,32,Churchill,001,county,39.537710,-118.264165
NV,32,Clark,003,county,36.214236,-115.013819
NV,32,Douglas,005,county,38.905129,-119.609019
NV,32,Elko,007,county,41.141133,-115.351424
NV,32,Esmeralda,009,county,37.778966,-117.632382
NV,32,Eureka,011,county,39.977788,-116.272208
NV,32,Humboldt,013,county,41.407914,-118.127591
NV,32,Lander,015,county,39.900210,-117.047240
NV,32,Lincoln,017,county,37.634605,-114.863037
NV,32,Lyon,019,county,39.022213,-119.197425
NV,32,Mineral,021,county,38.516647,-118.416279
NV,32,Nye,023,county,37.965864,-116.459011
NV,32,Pershing,027,county,40.439639,-118.409477
NV,32,Storey,029,county,39.438385,-119.524646
NV,32,Washoe,031,county,40.734015,-119.662272
NV,32,White Pine,033,county,39.418234,-114.900605
NV,32,Carson,510,city,39.153338,-119.743686
NH,33,Belknap,001,county,43.519109,-71.425366
NH,33,Carroll,003,county,43.867567,-71.201665
NH,33,Cheshire,005,county,42.925455,-72.248217
NH,33,Coos,007,county,44.652419,-71.289383
NH,33,Grafton,009,county,43.926498,-71.842337
NH,33,Hillsborough,011,county,42.911643,-71.723101
NH,33,Merrimack,013,county,43.299485,-71.680130
NH,33,Rockingham,015,county,42.988583,-71.098988
NH,33,Strafford,017,county,43.293172,-71.035889
NH,33,Sullivan,019,county,43.361188,-72.222084
NJ,34,Atlantic,001,county,39.469354,-74.633758
NJ,34,Bergen,003,county,40.959648,-74.074860
NJ,34,Burlington,005,county,39.875786,-74.663006
NJ,34,Camden,007,county,39.802352,-74.961251
NJ,34,Cape May,009,county,39.086142,-74.847716
NJ,34,Cumberland,011,county,39.328387,-75.121644
NJ,34,Essex,013,county,40.787227,-74.246153
NJ,34,Gloucester,015,county,39.722825,-75.145548
NJ,34,Hudson,017,county,40.731384,-74.078627
NJ,34,Hunterdon,019,county,40.565283,-74.911969
NJ,34,Mercer,021,county,40.282503,-74.703724
NJ,34,Middlesex,023,county,40.439593,-74.407585
NJ,34,Monmouth,025,county,40.287056,-74.152445
NJ,34,Morris,027,county,40.858581,-74.547427
NJ,34,Ocean,029,county,39.865669,-74.258864
NJ,34,Passaic,031,county,41.038385,-74.298492
NJ,34,Salem,033,county,39.573828,-75.357356
NJ,34,Somerset,035,county,40.565522,-74.619930
NJ,34,Sussex,037,county,41.137424,-74.691855
NJ,34,Union,039,county,40.659871,-74.308696
NJ,34,Warren,041,county,40.853524,-75.009542
NM,35,Bernalillo,001,county,35.054002,-106.669064
NM,35,Catron,003,county,33.901858,-108.392088
NM,35,Chaves,005,county,33.361604,-104.469837
NM,35,Cibola,006,county,34.932050,-108.000374
NM,35,Colfax,007,county,36.612962,-104.640126
NM,35,Curry,009,county,34.572984,-103.346055
NM,35,De Baca,011,county,34.359273,-104.368696
NM,35,Doña Ana,013,county,32.350912,-106.832182
NM,35,Eddy,015,county,32.457870,-104.306479
NM,35,Grant,017,county,32.732087,-108.381504
NM,35,Guadalupe,019,county,34.869782,-104.784968
NM,35,Harding,021,county,35.859580,-103.851495
NM,35,Hidalgo,023,county,31.898052,-108.751929
NM,35,Lea,025,county,32.795687,-103.413271
NM,35,Lincoln,027,county,33.740941,-105.449083
NM,35,Los Alamos,028,county,35.870047,-106.307968
NM,35,Luna,029,county,32.184523,-107.747191
NM,35,McKinley,031,county,35.583878,-108.253266
NM,35,Mora,033,county,35.982841,-104.921898
NM,35,Otero,035,county,32.588776,-105.781079
NM,35,Quay,037,county,35.107018,-103.548071
NM,35,Rio Arriba,039,county,36.509669,-106.693983
NM,35,Roosevelt,041,county,34.021457,-103.482725
NM,35,Sandoval,043,county,35.685071,-106.882619
NM,35,San Juan,045,county,36.511624,-108.324578
NM,35,San Miguel,047,county,35.476859,-104.803519
NM,35,Santa Fe,049,county,35.514321,-105.965772
NM,35,Sierra,051,county,33.119461,-107.188153
NM,35,Socorro,053,county,33.991658,-106.939136
NM,35,Taos,055,county,36.576529,-105.637986
NM,35,Torrance,057,county,34.554979,-105.890558
NM,35,Union,059,county,36.488085,-103.475723
NM,35,Valencia,061,county,34.716840,-106.806582
NY,36,Albany,001,county,42.588240,-73.974010
NY,36,Allegany,003,county,42.247864,-78.026126
NY,36,Bronx,005,county,40.848711,-73.852939
NY,36,Broome,007,county,42.161977,-75.830283
NY,36,Cattaraugus,009,county,42.239095,-78.662335
NY,36,Cayuga,011,county,43.008546,-76.574587
NY,36,Chautauqua,013,county,42.304216,-79.407595
NY,36,Chemung,015,county,42.155280,-76.747179
NY,36,Chenango,017,county,42.478024,-75.602241
NY,36,Clinton,019,county,44.752712,-73.705643
NY,36,Columbia,021,county,42.247729,-73.626806
NY,36,Cortland,023,county,42.594039,-76.076240
NY,36,Delaware,025,county,42.193986,-74.966728
NY,36,Dutchess,027,county,41.754770,-73.740041
NY,36,Erie,029,county,42.752759,-78.778192
NY,36,Essex,031,county,44.109601,-73.778431
NY,36,Franklin,033,county,44.594376,-74.310670
NY,36,Fulton,035,county,43.115609,-74.423678
NY,36,Genesee,037,county,43.000910,-78.192778
NY,36,Greene,039,county,42.286970,-74.149542
NY,36,Hamilton,041,county,43.657879,-74.502456
NY,36,Herkimer,043,county,43.571009,-74.841097
NY,36,Jefferson,045,county,43.996516,-76.052902
NY,36,Kings,047,county,40.635045,-73.950640
NY,36,Lewis,049,county,43.782681,-75.444140
NY,36,Livingston,051,county,42.727485,-77.769779
NY,36,Madison,053,county,42.910026,-75.663575
NY,36,Monroe,055,county,43.464475,-77.664656
NY,36,Montgomery,057,county,42.900891,-74.435357
NY,36,Nassau,059,county,40.729612,-73.589419
NY,36,New York,061,county,40.776642,-73.970187
NY,36,Niagara,063,county,43.456731,-78.792142
NY,36,Oneida,065,county,43.242727,-75.434282
NY,36,Onondaga,067,county,43.006516,-76.196134
NY,36,Ontario,069,county,42.856695,-77.303277
NY,36,Orange,071,county,41.402410,-74.306252
NY,36,Orleans,073,county,43.502287,-78.229726
NY,36,Oswego,075,county,43.461443,-76.209258
NY,36,Otsego,077,county,42.629776,-75.028841
NY,36,Putnam,079,county,41.427904,-73.743882
NY,36,Queens,081,county,40.658557,-73.837929
NY,36,Rensselaer,083,county,42.710421,-73.513845
NY,36,Richmond,085,county,40.563855,-74.137101
NY,36,Rockland,087,county,41.154639,-74.024645
NY,36,St. Lawrence,089,county,44.488112,-75.074311
NY,36,Saratoga,091,county,43.106135,-73.855387
NY,36,Schenectady,093,county,42.817539,-74.043548
NY,36,Schoharie,095,county,42.591294,-74.438172
NY,36,Schuyler,097,county,42.419776,-76.938603
NY,36,Seneca,099,county,42.782294,-76.827088
NY,36,Steuben,101,county,42.266725,-77.385525
NY,36,Suffolk,103,county,40.943554,-72.692218
NY,36,Sullivan,105,county,41.719993,-74.771577
NY,36,Tioga,107,county,42.178057,-76.297456
NY,36,Tompkins,109,county,42.453003,-76.473481
NY,36,Ulster,111,county,41.947216,-74.265458
NY,36,Warren,113,county,43.555105,-73.838139
NY,36,Washington,115,county,43.312377,-73.439428
NY,36,Wayne,117,county,43.458758,-77.063164
NY,36,Westchester,119,county,41.152770,-73.745912
NY,36,Wyoming,121,county,42.701363,-78.228567
NY,36,Yates,123,county,42.638237,-77.104324
NC,37,Alamance,001,county,36.043960,-79.400573
NC,37,Alexander,003,county,35.920951,-81.177467
NC,37,Alleghany,005,county,36.489356,-81.132299
NC,37,Anson,007,county,34.974996,-80.109959
NC,37,Ashe,009,county,36.443469,-81.499334
NC,37,Avery,011,county,36.072894,-81.920363
NC,37,Beaufort,013,county,35.482313,-76.842014
NC,37,Bertie,015,county,36.059043,-76.962364
NC,37,Bladen,017,county,34.591938,-78.539489
NC,37,Brunswick,019,county,34.038754,-78.227765
NC,37,Buncombe,021,county,35.609371,-82.530426
NC,37,Burke,023,county,35.746182,-81.706180
NC,37,Cabarrus,025,county,35.388369,-80.552694
NC,37,Caldwell,027,county,35.957915,-81.530002
NC,37,Camden,029,county,36.342344,-76.162488
NC,37,Carteret,031,county,34.858313,-76.526967
NC,37,Caswell,033,county,36.394298,-79.339609
NC,37,Catawba,035,county,35.660450,-81.212848
NC,37,Chatham,037,county,35.704994,-79.251454
NC,37,Cherokee,039,county,35.136232,-84.061309
NC,37,Chowan,041,county,36.128979,-76.602752
NC,37,Clay,043,county,35.052997,-83.752264
NC,37,Cleveland,045,county,35.334630,-81.557114
NC,37,Columbus,047,county,34.261602,-78.639308
NC,37,Craven,049,county,35.118179,-77.082541
NC,37,Cumberland,051,county,35.050192,-78.828719
NC,37,Currituck,053,county,36.372174,-75.941224
NC,37,Dare,055,county,35.606269,-75.767536
NC,37,Davidson,057,county,35.795131,-80.207107
NC,37,Davie,059,county,35.929355,-80.542552
NC,37,Duplin,061,county,34.934403,-77.933543
NC,37,Durham,063,county,36.033822,-78.878120
NC,37,Edgecombe,065,county,35.917055,-77.602655
NC,37,Forsyth,067,county,36.132466,-80.256961
NC,37,Franklin,069,county,36.088241,-78.283090
NC,37,Gaston,071,county,35.293344,-81.177256
NC,37,Gates,073,county,36.442135,-76.702355
NC,37,Graham,075,county,35.348364,-83.830915
NC,37,Granville,077,county,36.299884,-78.657634
NC,37,Greene,079,county,35.481959,-77.681688
NC,37,Guilford,081,county,36.079065,-79.788665
NC,37,Halifax,083,county,36.251438,-77.644842
NC,37,Harnett,085,county,35.368635,-78.871610
NC,37,Haywood,087,county,35.557099,-82.972823
NC,37,Henderson,089,county,35.336415,-82.479741
NC,37,Hertford,091,county,36.363517,-76.981616
NC,37,Hoke,093,county,35.017233,-79.241964
NC,37,Hyde,095,county,35.408157,-76.153687
NC,37,Iredell,097,county,35.806356,-80.874545
NC,37,Jackson,099,county,35.279929,-83.122478
NC,37,Johnston,101,county,35.513400,-78.367311
NC,37,Jones,103,county,35.032268,-77.356195
NC,37,Lee,105,county,35.476336,-79.172117
NC,37,Lenoir,107,county,35.240068,-77.635510
NC,37,Lincoln,109,county,35.488502,-81.226975
NC,37,McDowell,111,county,35.682232,-82.048029
NC,37,Macon,113,county,35.152959,-83.421901
NC,37,Madison,115,county,35.864078,-82.712731
NC,37,Martin,117,county,35.841059,-77.112867
NC,37,Mecklenburg,119,county,35.246862,-80.833832
NC,37,Mitchell,121,county,36.013102,-82.163554
NC,37,Montgomery,123,county,35.334415,-79.906602
NC,37,Moore,125,county,35.308272,-79.492725
NC,37,Nash,127,county,35.965945,-77.987555
NC,37,New Hanover,129,county,34.177875,-77.869674
NC,37,Northampton,131,county,36.421774,-77.398352
NC,37,Onslow,133,county,34.763109,-77.499469
NC,37,Orange,135,county,36.062499,-79.119355
NC,37,Pamlico,137,county,35.147784,-76.665422
NC,37,Pasquotank,139,county,36.265184,-76.260696
NC,37,Pender,141,county,34.512556,-77.888106
NC,37,Perquimans,143,county,36.180897,-76.403244
NC,37,Person,145,county,36.386336,-78.965644
NC,37,Pitt,147,county,35.592965,-77.373138
NC,37,Polk,149,county,35.277901,-82.167621
NC,37,Randolph,151,county,35.709915,-79.806215
NC,37,Richmond,153,county,35.004636,-79.755695
NC,37,Robeson,155,county,34.639210,-79.100881
NC,37,Rockingham,157,county,36.381855,-79.782738
NC,37,Rowan,159,county,35.640811,-80.521613
NC,37,Rutherford,161,county,35.402747,-81.919582
NC,37,Sampson,163,county,34.990574,-78.371382
NC,37,Scotland,165,county,34.840023,-79.477337
NC,37,Stanly,167,county,35.310449,-80.254374
NC,37,Stokes,169,county,36.393506,-80.266199
NC,37,Surry,171,county,36.415416,-80.686463
NC,37,Swain,173,county,35.568849,-83.465614
NC,37,Transylvania,175,county,35.210079,-82.816653
NC,37,Tyrrell,177,county,35.870420,-76.165345
NC,37,Union,179,county,34.991675,-80.530672
NC,37,Vance,181,county,36.365481,-78.405434
NC,37,Wake,183,county,35.789846,-78.650624
NC,37,Warren,185,county,36.398105,-78.099899
NC,37,Washington,187,county,35.844713,-76.572291
NC,37,Watauga,189,county,36.235372,-81.709923
NC,37,Wayne,191,county,35.354190,-78.008670
NC,37,Wilkes,193,county,36.208883,-81.166095
NC,37,Wilson,195,county,35.700357,-77.921598
NC,37,Yadkin,197,county,36.158765,-80.665164
NC,37,Yancey,199,county,35.889455,-82.304119
ND,38,Adams,001,county,46.096815,-102.533198
ND,38,Barnes,003,county,46.942550,-98.070195
ND,38,Benson,005,county,48.071743,-99.351152
ND,38,Billings,007,county,47.007044,-103.364016
ND,38,Bottineau,009,county,48.794412,-100.831257
