#Claim Number,Claim Occurrence 1,Claim Occurrence 2,Borough,Date Occurred,Date Claimed,Amount,name,longitude,latitude
2013PI006811,1495 MORRIS AV,,BRONX,3/5/2013,5/28/2014,10000,2013PI006811,-73.909964,40.840714
2013PI006812,1495 MORRIS AV,,BRONX,3/5/2013,5/28/2014,15000,2013PI006812,-73.909964,40.840714
2013PI006813,215 E 161 ST,,BRONX,1/10/2013,,,2013PI006813,-73.920299,40.826683
2013PI005035,14 ST,4 AV,MANHATTAN,1/26/2013,,,2013PI005035,-73.989905,40.734443
2013PI005255,680 OCEAN PY,,BROOKLYN,1/22/2013,,,2013PI005255,-73.972566,40.631747
2013PI006031,246 MAPLE ST,,BROOKLYN,2/27/2013,,,2013PI006031,-73.952623,40.660492
2013PI015051,810 SOUNDVIEW AV,,BRONX,5/1/2013,,,2013PI015051,-73.865049,40.822253
2013PI015095,PARK AV & 39 ST,,MANHATTAN,3/16/2013,,,2013PI015095,-73.979057,40.750226
2013PI015100,561 W 163 ST,,MANHATTAN,4/12/2013,,,2013PI015100,-73.941619,40.837833
2013PI015307,300 E 23 ST,,MANHATTAN,3/15/2013,,,2013PI015307,-73.980768,40.737527
2013PI006836,3 AV & E 149 ST,,BRONX,1/4/2013,,,2013PI006836,-73.917689,40.816089
2013PI012664,327A EMPIRE BL,,BROOKLYN,2/20/2013,5/29/2014,35000,2013PI012664,-73.951647,40.663881
2013PI012682,60 ST & LEXINGTON AV,3 AV,MANHATTAN,1/7/2013,,,2013PI012682,-73.967729,40.76286
2013PI006085,1545 NOSTRAND AV,,BROOKLYN,1/25/2013,12/16/2013,15000,2013PI006085,-73.948995,40.648348
2013PI006799,34-85 BROADWAY,,MANHATTAN,2/2/2013,,,2013PI006799,-73.952036,40.824924
2013PI013205,129 ST & 8 AV,,MANHATTAN,4/19/2013,,,2013PI013205,-73.949303,40.812734
2013PI004492,170 SOUTH 4TH ST,APT 2 FLR 1,BROOKLYN,1/9/2013,,,2013PI004492,-73.961254,40.711103
2013PI007490,RALPH AV & BWAY,,BROOKLYN,1/7/2013,,,2013PI007490,-73.924294,40.690782
2013PI007496,65 TOMPKINS AV,,BROOKLYN,3/5/2013,,,2013PI007496,-73.94515,40.696967
2013PI016367,LENOX AV,141 ST,MANHATTAN,4/4/2013,2/18/2014,20000,2013PI016367,-73.938092,40.817908
2013PI016427,93-01 ASTORIA BL,,QUEENS,3/26/2013,,,2013PI016427,-73.876176,40.763172
2013PI002693,1420 GRAND CO,,BRONX,1/16/2013,9/23/2013,17500,2013PI002693,-73.91268,40.839284
2013PI012855,MOTT ST,BROOME ST,MANHATTAN,5/2/2013,,,2013PI012855,-73.996033,40.720189
2013PI007434,34-50 LINDEN PL,,QUEENS,3/4/2013,12/11/2013,45000,2013PI007434,-73.831227,40.765203
2014PI005089,270 E BURNSIDE AV,,BRONX,11/19/2013,,,2014PI005089,-73.902171,40.850973
2014PI001242,119 S AV,,STATEN ISLAND,11/7/2013,,,2014PI001242,-74.165774,40.637013
2014PI001597,51 ST,6 AV,MANHATTAN,12/18/2013,,,2014PI001597,-73.979975,40.760533
2014PI002507,1 PENNSYLVANIA PZ,,MANHATTAN,11/3/2013,,,2014PI002507,-73.992375,40.751271
2014PI006036,3637 HOLLAND AV,,BRONX,2/6/2013,,,2014PI006036,-73.863754,40.879753
2014PI002526,1562 STERLING PL,,BROOKLYN,11/18/2013,,,2014PI002526,-73.927027,40.671263
2014PI002643,132 ST,MADISON AV,MANHATTAN,12/31/2013,,,2014PI002643,-73.937409,40.810184
2014PI002707,750 BAYCHESTER AV,,BRONX,11/7/2013,,,2014PI002707,-73.831674,40.874043
2013PI025183,2145 AMSTERDAM AV,,MANHATTAN,6/29/2013,,,2013PI025183,-73.937379,40.838696
2014PI001535,231 ROCHESTER AV,,BROOKLYN,9/26/2013,,,2014PI001535,-73.927843,40.670857
2014PI001560,BROADWAY & MACDOUGAL ST,,BROOKLYN,12/8/2013,,,2014PI001560,-73.906722,40.680775
2014PI001829,ASTOR AV,CRUGER AV,BRONX,11/21/2013,,,2014PI001829,-73.866528,40.859591
2014PI012409,E 26 ST,AVE D,BROOKLYN,1/21/2013,,,2014PI012409,-73.952377,40.640716
2014PI012443,820 E 180 ST,,BRONX,10/23/2013,,,2014PI012443,-73.88539,40.845803
2013PI025461,2516 GRAND AV,,BRONX,6/23/2013,,,2013PI025461,-73.901312,40.864984
2014PI002120,AVE X,NOSTRAND AV,BROOKLYN,12/6/2013,,,2014PI002120,-73.940611,40.593815
2013PI014819,THROOP AV & HART ST,,BROOKLYN,5/23/2013,,,2013PI014819,-73.9431,40.693831
2013PI014842,1633 STERLING PL,,BROOKLYN,3/7/2013,,,2013PI014842,-73.924284,40.67139
2013PI012306,E 170 ST,CLAY AV,BRONX,2/28/2013,5/6/2014,13000,2013PI012306,-73.907981,40.837186
2013PI006579,566 NOSTRAND AV,,BROOKLYN,2/23/2013,,,2013PI006579,-73.949931,40.679235
2013PI006680,E 225 ST,PAULDING AV,BRONX,2/28/2013,,,2013PI006680,-73.851931,40.885097
2013PI006513,150 PATCHEN AV,,BROOKLYN,2/12/2013,5/12/2014,10000,2013PI006513,-73.927015,40.686208
2013PI013873,1152 RANDALL AV,,BRONX,3/22/2013,,,2013PI013873,-73.892614,40.81093
2013PI004914,173 ST,HOE AV,BRONX,2/7/2013,2/19/2014,6000,2013PI004914,-73.887822,40.835397
2013PI005232,630  56 ST,,BROOKLYN,1/13/2013,,,2013PI005232,-74.01097,40.639759
2013PI005258,2929 KINGSLAND AV,,BRONX,1/16/2013,,,2013PI005258,-73.840606,40.869162
2013PI005261,2919 KINGSLAND AV,,BRONX,1/16/2013,,,2013PI005261,-73.840473,40.868888
2013PI003904,JAMAICA AV & ELDERT LA,,BROOKLYN,1/15/2013,,,2013PI003904,-73.868059,40.691192
2013PI010529,167 ST & CLAY AV,,BRONX,2/19/2013,,,2013PI010529,-73.911386,40.830996
2013PI010723,215 E 161 ST,,BRONX,3/6/2013,,,2013PI010723,-73.920299,40.826683
2013PI011451,682 RALPH AV,,BROOKLYN,4/6/2013,,,2013PI011451,-73.923151,40.666191
2013PI014301,EMPIRE BL & TROY AV,SCHNECTADY AV,BROOKLYN,5/15/2013,,,2013PI014301,-73.937161,40.663762
2013PI014302,1152 RANDALL AV,,BRONX,3/2/2013,,,2013PI014302,-73.892614,40.81093
2013PI014316,3485 NEPTUNE AV,,BROOKLYN,5/31/2013,5/27/2014,25000,2013PI014316,-74.001056,40.577963
2013PI014382,AMSTERDAM AV & 136 ST,,MANHATTAN,3/6/2013,,,2013PI014382,-73.951747,40.81958
2013PI014711,PARK AV & 115 ST,,MANHATTAN,5/4/2013,,,2013PI014711,-73.943744,40.798623
2013PI014130,2066 MORRIS AV,,BRONX,5/14/2013,,,2013PI014130,-73.90494,40.853506
2013PI012345,KOSSUTH PL,BUSHWICK AV,BROOKLYN,4/11/2013,,,2013PI012345,-73.926483,40.694148
2013PI012994,914 HOE AV,,BRONX,1/30/2013,,,2013PI012994,-73.889995,40.821402
2013PI013006,331 BEACH 32 ST,,QUEENS,2/4/2013,,,2013PI013006,-73.76498,40.596613
2013PI013065,735 E 165 ST,,BRONX,4/1/2013,,,2013PI013065,-73.903372,40.8258
2013PI013177,640 E 137 ST,,BRONX,3/25/2013,4/8/2014,20000,2013PI013177,-73.916915,40.805107
2013PI007478,HILLSIDE AV & 126 ST,,QUEENS,1/15/2013,,,2013PI007478,-73.825178,40.703001
2013PI015076,67-35 KISSENA BL,,QUEENS,3/12/2013,,,2013PI015076,-73.812712,40.734178
2013PI015139,595 E 170 ST,,BRONX,3/14/2013,,,2013PI015139,-73.9008,40.834663
2013PI015293,ST NICHOLAS AV & 146 ST,,MANHATTAN,3/28/2013,,,2013PI015293,-73.944271,40.824712
2013PI015102,RALPH AV,FOSTER AV,BROOKLYN,5/27/2013,1/17/2014,30000,2013PI015102,-73.919462,40.640247
2013PI002425,593 E 141 ST,,BRONX,1/11/2013,4/24/2014,45000,2013PI002425,-73.914653,40.808443
2013PI012466,616 W 182 ST,,MANHATTAN,5/6/2013,6/7/2013,5000,2013PI012466,-73.934136,40.850052
2013PI012472,1007 GRANT AV,,BRONX,2/13/2013,,,2013PI012472,-73.917553,40.829563
2013PI012738,546 E 145 ST,,BRONX,2/13/2013,,,2013PI012738,-73.915155,40.811635
2013PI013871,2258 AQUEDUCT AV,,BRONX,3/5/2013,1/22/2014,7500,2013PI013871,-73.906866,40.858975
2013PI016405,HARRISON AV & HEYWARD ST,,BROOKLYN,3/22/2013,,,2013PI016405,-73.951903,40.704425
2013PI016406,HARRISON AV & HEYWARD ST,,BROOKLYN,3/22/2013,,,2013PI016406,-73.951903,40.704425
2014PI009418,116 AV,155 ST,QUEENS,11/24/2013,,,2014PI009418,-73.789731,40.683791
2013PI024416,1398 DICKENS ST,,QUEENS,2/15/2013,,,2013PI024416,-73.759659,40.609085
2013PI024433,502 W 135 ST,,MANHATTAN,6/21/2013,,,2013PI024433,-73.952951,40.818906
2013PI024465,852 BUSHWICK AV,,BROOKLYN,8/23/2013,,,2013PI024465,-73.926891,40.69402
2013PI024473,THROOP AV,MYRTLE AV,BROOKLYN,6/20/2013,,,2013PI024473,-73.943528,40.696038
2013PI024783,525 JACKSON AV,,BRONX,6/22/2013,,,2013PI024783,-73.910157,40.812847
2014PI000620,3529 BWAY,,MANHATTAN,12/20/2013,,,2014PI000620,-73.951197,40.826099
2014PI000641,562-574 MADISON ST,,BROOKLYN,10/13/2013,,,2014PI000641,-73.935369,40.686241
2014PI010156,86 WYCKOFF AV,,BROOKLYN,9/26/2013,,,2014PI010156,-73.919738,40.704349
2014PI018868,1730 WATSON AV,,BRONX,7/10/2013,,,2014PI018868,-73.869833,40.825865
2013PI024835,525 JACKSON AV,,BRONX,6/22/2013,,,2013PI024835,-73.910157,40.812847
2013PI024902,ST MARKS AV,BUFFALO AV,BROOKLYN,7/25/2013,,,2013PI024902,-73.925082,40.673853
2013PI024988,438 W 52 ST,,MANHATTAN,7/29/2013,,,2013PI024988,-73.989868,40.765269
2013PI025076,712 E 223 ST,,BRONX,7/10/2013,,,2013PI025076,-73.860754,40.886021
2013PI025082,205 E 17 ST,,BROOKLYN,8/2/2013,,,2013PI025082,-73.963051,40.645814
2013PI025083,205 E 17 ST,,BROOKLYN,8/2/2013,,,2013PI025083,-73.963051,40.645814
2014PI001134,7 AV & 34 ST,,MANHATTAN,10/21/2013,,,2014PI001134,-73.990625,40.750999
2014PI001177,114-05 170 ST,,QUEENS,10/10/2013,,,2014PI001177,-73.779514,40.691079
2014PI001393,3450 KINGSBRIDGE AV,,BRONX,12/24/2013,,,2014PI001393,-73.902333,40.883383
2013PI025085,205 E 17 ST,,BROOKLYN,8/2/2013,,,2013PI025085,-73.963051,40.645814
2013PI025086,205 E 17 ST,,BROOKLYN,8/2/2013,,,2013PI025086,-73.963051,40.645814
2013PI025087,205 E 17 ST,,BROOKLYN,8/2/2013,,,2013PI025087,-73.963051,40.645814
2013PI025099,LIVONIA AV & LEGION ST,,BROOKLYN,7/8/2013,,,2013PI025099,-73.916434,40.66144
2013PI025329,247 60 ST,,BROOKLYN,6/28/2013,,,2013PI025329,-74.021362,40.642933
2014PI001858,36 HILL ST,,BROOKLYN,10/19/2013,,,2014PI001858,-73.871667,40.678551
2013PI004060,E 149 ST,BERGEN AV,BRONX,1/9/2013,,,2013PI004060,-73.916772,40.815707
2013PI003547,KINGSTON AV,EASTERN PKWY,BROOKLYN,1/29/2013,,,2013PI003547,-73.942198,40.669411
2013PI003750,959 VAN DUZER ST,,STATEN ISLAND,1/4/2013,,,2013PI003750,-74.087283,40.615751
2013PI003701,388 E 94 ST,,BROOKLYN,1/9/2013,,,2013PI003701,-73.920083,40.657065
2013PI003702,388 E 94 ST,,BROOKLYN,1/9/2013,,,2013PI003702,-73.920083,40.657065
2013PI001401,4365 ELY AV,,BRONX,1/9/2013,5/19/2014,30000,2013PI001401,-73.848694,40.897822
2013PI002267,E 176 ST,JEROME AV,BRONX,1/7/2013,5/22/2013,30000,2013PI002267,-73.911681,40.848648
2013PI003077,68 CUMBERLAND WALK,,BROOKLYN,1/10/2013,,,2013PI003077,-73.974708,40.694666
2013PI003078,68 CUMBERLAND WALK,,BROOKLYN,1/10/2013,,,2013PI003078,-73.974708,40.694666
2013PI003079,68 CUMBERLAND WALK,,BROOKLYN,1/10/2013,,,2013PI003079,-73.974708,40.694666
2013PI003081,SAINT EDWARDS ST,AUBURN PL,BROOKLYN,1/4/2013,,,2013PI003081,-73.977986,40.694266
2013PI003717,553 KINGSBOROUGH 5 WALK,,BROOKLYN,1/25/2013,,,2013PI003717,-73.924842,40.675689
2013PI003431,1479 MACOMBS RD,,BRONX,1/23/2013,,,2013PI003431,-73.918624,40.842867
2013PI001387,SMITH ST,BALTIC ST,BROOKLYN,1/11/2013,,,2013PI001387,-73.991763,40.68482
2013PI001239,17 HARBOR RD,,STATEN ISLAND,1/8/2013,1/28/2014,37500,2013PI001239,-74.159857,40.636552
2013PI001791,1525 ALBANY AV,,BROOKLYN,1/9/2013,,,2013PI001791,-73.936902,40.635828
2013PI003119,1844 LORING PL SO,,BRONX,1/12/2013,,,2013PI003119,-73.915207,40.85296
2013PI002911,ROCHESTER AV,BERGEN ST,BROOKLYN,1/3/2013,,,2013PI002911,-73.927763,40.674895
2013PI011740,BROADWAY & 75 ST,,MANHATTAN,4/20/2013,,,2013PI011740,-73.981312,40.781034
2013PI011749,413 BALTIC ST,,BROOKLYN,3/5/2013,,,2013PI011749,-73.98806,40.683966
2013PI011849,9 ST,5 AV,BROOKLYN,2/2/2013,,,2013PI011849,-73.986307,40.66918
2013PI012043,2414 BELMONT AVE,APT 9,BRONX,3/15/2013,,,2013PI012043,-73.885605,40.855193
2013PI012079,JAMAICA AV,150 ST,QUEENS,2/13/2013,,,2013PI012079,-73.804442,40.702141
2013PI013862,223 E 60 ST,,MANHATTAN,2/28/2013,,,2013PI013862,-73.964936,40.761926
2013PI007437,46 ST,6 AV,MANHATTAN,1/25/2013,,,2013PI007437,-73.982257,40.757396
2013PI007440,345 E 101 ST,,MANHATTAN,2/6/2013,,,2013PI007440,-73.943151,40.786922
2013PI017564,125 WHITE ST,,MANHATTAN,6/18/2013,,,2013PI017564,-74.000795,40.716078
2013PI010009,830 WASHINGTON AV,,BRONX,2/6/2013,,,2013PI010009,-73.911307,40.82257
2013PI010015,340 ALEXANDER AV,,BRONX,2/1/2013,5/7/2014,22500,2013PI010015,-73.922162,40.812118
2013PI010016,340 ALEXANDER AV,,BRONX,2/1/2013,,,2013PI010016,-73.922162,40.812118
2013PI010132,W 181 ST,ST NICHOLAS AV,MANHATTAN,1/15/2013,,,2013PI010132,-73.933732,40.849329
2013PI010141,1512 LELAND AV,,BRONX,2/21/2013,4/3/2014,15000,2013PI010141,-73.864283,40.838207
2013PI010151,175 W 166 ST,PS 126,BRONX,3/7/2013,,,2013PI010151,-73.928206,40.835872
2013PI010284,453 W 17 ST,,MANHATTAN,2/20/2013,,,2013PI010284,-74.006133,40.744014
2013PI010322,2679 DECATUR AV,,BRONX,2/4/2013,,,2013PI010322,-73.889363,40.86469
2013PI007917,221 E 123 ST,,MANHATTAN,2/19/2013,,,2013PI007917,-73.935563,40.802324
2013PI012110,5 AV & 12 ST,,BROOKLYN,3/1/2013,,,2013PI012110,-73.987807,40.667382
2013PI011958,CLARKSON AV & FLATBUSH AV,BEDFORD AV,BROOKLYN,4/11/2013,,,2013PI011958,-73.959698,40.654849
2013PI013537,2114 AQUEDUCT AV,APT A5,BRONX,4/30/2013,,,2013PI013537,-73.909187,40.856345
2013PI013933,AVE U & HARING ST,,BROOKLYN,3/21/2013,,,2013PI013933,-73.940893,40.600546
2013PI013956,1900 LEXINGTON AV,,MANHATTAN,3/14/2013,,,2013PI013956,-73.940738,40.800315
2013PI005498,282 BROOK AV,,BRONX,2/14/2013,,,2013PI005498,-73.918352,40.808429
2013PI005525,BRISTOL ST,LIVONIA AV,BROOKLYN,1/13/2013,8/30/2013,10000,2013PI005525,-73.910778,40.662287
2013PI015796,BLAKE AV & ROCKAWAY AV,,BROOKLYN,4/16/2013,,,2013PI015796,-73.909699,40.665635
2013PI004887,JAMAICA AV & 164 ST,,QUEENS,1/13/2013,,,2013PI004887,-73.795691,40.705156
2013PI007663,818 E 167 ST,,BRONX,2/9/2013,,,2013PI007663,-73.899696,40.826197
2013PI007665,215 E 161 ST,,BRONX,3/11/2013,,,2013PI007665,-73.920299,40.826683
2013PI007700,34-50 LINDEN PL,,QUEENS,3/4/2013,11/16/2013,40000,2013PI007700,-73.831227,40.765203
2013PI007739,167 ST,GRAND CONCOURSE,BRONX,2/5/2013,,,2013PI007739,-73.917706,40.834522
2013PI017606,FORDHAM RD,JEROME AV,BRONX,4/16/2013,,,2013PI017606,-73.90108,40.862763
2013PI017686,1335 E 5TH  ST,,BROOKLYN,4/9/2013,,,2013PI017686,-73.970465,40.618264
2013PI009536,WEBSTER AV & 181 ST,,BRONX,2/22/2013,5/12/2014,10000,2013PI009536,-73.897588,40.853124
2013PI017675,1556 ST MARKS AV,,BROOKLYN,4/5/2013,,,2013PI017675,-73.915702,40.673072
2013PI017706,2395 GRAND AV,,BRONX,4/11/2013,,,2013PI017706,-73.90431,40.861937
2013PI010810,PROSPECT AV & E 169 ST,,BRONX,1/23/2013,,,2013PI010810,-73.89757,40.829431
2013PI015305,250 CLINTON ST,,MANHATTAN,4/16/2013,,,2013PI015305,-73.985898,40.712322
2013PI006714,4044 LACONIA AV,,BRONX,2/26/2013,,,2013PI006714,-73.845149,40.885672
2013PI006943,504 W 126 ST,,MANHATTAN,1/12/2013,12/23/2013,27500,2013PI006943,-73.956133,40.814222
2013PI006994,DITMAS AV,FLATBUSH AV,BROOKLYN,3/10/2013,,,2013PI006994,-73.955718,40.640591
2013PI010092,2089 ARTHUR AV,APT 3H,BRONX,1/24/2013,,,2013PI010092,-73.891952,40.849334
2013PI010246,908 WILLIAMS AV,,BROOKLYN,1/25/2013,11/18/2013,22500,2013PI010246,-73.895175,40.652821
2013PI010251,1259 LORING AV,,BROOKLYN,3/18/2013,,,2013PI010251,-73.864442,40.668299
2013PI010254,166 MANHATTAN AV,,BROOKLYN,1/16/2013,,,2013PI010254,-73.944826,40.708541
2013PI010407,130 ST,LENOX AV,MANHATTAN,4/10/2013,6/6/2014,12500,2013PI010407,-73.943174,40.81095
2013PI011584,HOWARD AV & LIVONIA AV,,BROOKLYN,2/2/2013,,,2013PI011584,-73.918302,40.66117
2013PI012121,FULTON ST,RALPH AV,BROOKLYN,5/2/2013,11/26/2013,1500,2013PI012121,-73.921647,40.678879
2013PI006733,175 WILLIS AV,3 FL,BRONX,2/10/2013,,,2013PI006733,-73.924519,40.807711
2013PI006914,217 W 127 ST,,MANHATTAN,2/20/2013,3/18/2013,3000,2013PI006914,-73.948375,40.811523
2013PI015301,SNYDER AV,E 56 ST,BROOKLYN,3/13/2013,,,2013PI015301,-73.924423,40.650478
2013PI008626,100 CENTRE ST,,MANHATTAN,3/27/2013,,,2013PI008626,-74.000795,40.716078
2013PI016726,264 WATCHOGUE RD,,STATEN ISLAND,6/13/2013,,,2013PI016726,-74.138282,40.615879
2013PI016727,149 BLACKFORD AV,,STATEN ISLAND,6/17/2013,,,2013PI016727,-74.140414,40.632916
2013PI016729,1029 BELMONT AV,,BROOKLYN,5/25/2013,,,2013PI016729,-73.871124,40.674436
2013PI010326,LINDEN BL,159 ST,QUEENS,2/1/2013,,,2013PI010326,-73.788679,40.688189
2013PI010506,PITKIN AV & HOWARD AV,,BROOKLYN,3/27/2013,3/14/2014,15000,2013PI010506,-73.920048,40.668286
2013PI010636,MORRIS AV & 162 ST,,BRONX,2/27/2013,,,2013PI010636,-73.91794,40.826524
2013PI010645,147-54 71 RD,,QUEENS,1/18/2013,,,2013PI010645,-73.81882,40.727933
2013PI012147,35-48 94 ST,,QUEENS,3/3/2013,4/25/2014,11500,2013PI012147,-73.873559,40.751542
2013PI009602,2327 GRAND CO,,BRONX,3/22/2013,4/25/2014,10000,2013PI009602,-73.899944,40.858332
2013PI010298,40-04 12 ST,,QUEENS,3/24/2013,,,2013PI010298,-73.942666,40.755042
2013PI007341,200 MADISON AV,,MANHATTAN,3/8/2013,,,2013PI007341,-73.982678,40.748926
2013PI007374,1873 MONROE AV,,BRONX,3/7/2013,,,2013PI007374,-73.906021,40.848512
2013PI012455,BWAY,W 141 ST,MANHATTAN,2/19/2013,,,2013PI012455,-73.952308,40.823895
2013PI014681,UTICA AV,FULTON ST,BROOKLYN,3/28/2013,,,2013PI014681,-73.929059,40.679284
2013PI014766,2258 AQUEDUCT AV,,BRONX,3/5/2013,1/22/2014,25000,2013PI014766,-73.906866,40.858975
2013PI012344,140-36 184 ST,,QUEENS,2/15/2013,,,2013PI012344,-73.760332,40.671454
2013PI015868,1175 MORRISON AV,,BRONX,1/11/2013,,,2013PI015868,-73.874763,40.828896
2013PI017794,ARLINGTON PL,SOUTH AV,STATEN ISLAND,4/9/2013,2/28/2014,10000,2013PI017794,-74.166189,40.635863
2013PI017800,220 PROSPECT AV,,STATEN ISLAND,4/11/2013,,,2013PI017800,-74.094764,40.638839
2013PI007180,COMMONWEALTH AV,E 172 ST,BRONX,1/2/2013,1/24/2014,25000,2013PI007180,-73.868465,40.832701
2013PI009894,1145 PRESIDENT ST,,BROOKLYN,2/26/2013,,,2013PI009894,-73.9523,40.668441
2013PI008688,914 HOE AV,,BRONX,3/11/2013,,,2013PI008688,-73.889995,40.821402
2013PI011335,109 AV & 86 ST,,QUEENS,2/22/2013,,,2013PI011335,-73.850923,40.676503
2013PI010800,164 ST & AMSTERDAM AV,,MANHATTAN,4/9/2013,,,2013PI010800,-73.93884,40.837239
2013PI010816,26 BOND ST,,MANHATTAN,1/22/2013,,,2013PI010816,-73.993565,40.726637
2013PI010861,BRIGGS AV & 201 ST,,BRONX,3/13/2013,,,2013PI010861,-73.884499,40.871992
2013PI016515,MYRTLE AV,MARCUS GARVEY BL,BROOKLYN,5/22/2013,,,2013PI016515,-73.940707,40.696361
2013PI016530,DELAFIELD AV & BWAY,,STATEN ISLAND,4/26/2013,,,2013PI016530,-74.116506,40.630763
2013PI016558,2207 AMSTERDAM AV,,MANHATTAN,5/31/2013,,,2013PI016558,-73.936084,40.839908
2013PI016612,1800 STORY AV,,BRONX,6/6/2013,,,2013PI016612,-73.865049,40.822253
2013PI005524,407 MONTAUK AV,,BROOKLYN,2/1/2013,9/6/2013,40000,2013PI005524,-73.87597,40.66828
2013PI006228,ARTHUR AV & FORDHAM RD,,BRONX,2/12/2013,12/30/2013,5000,2013PI006228,-73.885137,40.858426
2013PI017427,421 EMPIRE BL,,BROOKLYN,6/2/2013,,,2013PI017427,-73.947739,40.664527
2013PI016166,798 DAWSON ST,,BRONX,4/6/2013,,,2013PI016166,-73.899326,40.818103
2013PI016325,1105 TINTON AV,,BRONX,4/9/2013,,,2013PI016325,-73.901748,40.826682
2013PI010323,LINDEN BL,159 ST,QUEENS,2/1/2013,,,2013PI010323,-73.788679,40.688189
2013PI007955,168-02 EDWARD BYRNE AV,,QUEENS,1/2/2013,4/7/2014,100000,2013PI007955,-73.792612,40.707047
2013PI008057,740 BEACH AV,,BRONX,1/7/2013,,,2013PI008057,-73.86334,40.820574
2013PI012137,WESTCHESTER AV,BUHRE AV,BRONX,4/11/2013,6/20/2014,32500,2013PI012137,-73.832281,40.847014
2013PI011452,682 RALPH AV,,BROOKLYN,4/6/2013,,,2013PI011452,-73.923151,40.666191
2013PI011454,7 AV & 120 ST,,MANHATTAN,4/17/2013,,,2013PI011454,-73.950655,40.805793
2013PI011477,NORTHERN BL & 158 ST,,QUEENS,2/14/2013,,,2013PI011477,-73.807338,40.763505
2013PI011587,548 W 164 ST,,MANHATTAN,4/26/2013,,,2013PI011587,-73.940646,40.837748
2013PI011597,129 W 147 ST,,MANHATTAN,3/29/2013,,,2013PI011597,-73.93636,40.823009
2013PI015886,37-35 95 ST,,QUEENS,5/13/2013,,,2013PI015886,-73.871757,40.750102
2013PI005762,SHERIDAN AV,E 169 ST,BRONX,2/14/2013,5/8/2014,15000,2013PI005762,-73.91482,40.836
2013PI016925,JEROME AV & 190 ST,,BRONX,5/16/2013,4/10/2014,12500,2013PI016925,-73.900276,40.863795
2013PI010612,11 E GUN HILL RD,,BRONX,1/26/2013,,,2013PI010612,-73.880802,40.882726
2013PI010637,147-54 71ST ROAD,,QUEENS,1/18/2013,,,2013PI010637,-73.81882,40.727933
2013PI010639,147-54 71 RD,,QUEENS,1/18/2013,,,2013PI010639,-73.81882,40.727933
2013PI010661,1475 SHERIDAN AV,,BRONX,2/2/2013,,,2013PI010661,-73.911956,40.840362
2013PI010706,MYRTLE AV,WYCKOFF AV,BROOKLYN,1/27/2013,,,2013PI010706,-73.911038,40.699539
2013PI010745,1755 WEEKS AVENUE,,BRONX,2/20/2013,,,2013PI010745,-73.907774,40.845587
2013PI010373,126 ST,7 AV,MANHATTAN,3/12/2013,,,2013PI010373,-73.947838,40.809651
2013PI010447,333 PATCHEN AV,,BROOKLYN,4/10/2013,12/18/2013,8000,2013PI010447,-73.923884,40.680393
2013PI012431,E 174 ST,MONROE AV,BRONX,2/20/2013,3/7/2014,26000,2013PI012431,-73.906666,40.844697
2013PI012433,3353 FORT INDEPENDENCE ST,,BRONX,2/14/2013,,,2013PI012433,-73.900249,40.879552
2013PI012442,475 E 52 ST,,BROOKLYN,3/9/2013,,,2013PI012442,-73.928136,40.64911
2013PI012647,914 HOE AV,,BRONX,2/1/2013,4/24/2014,20000,2013PI012647,-73.889995,40.821402
2013PI012671,120-122 16 ST,,BROOKLYN,3/6/2013,,,2013PI012671,-73.991855,40.665697
2013PI012768,10 RICHMOND PZ,,BRONX,5/3/2013,,,2013PI012768,-73.922604,40.851845
2013PI012775,PUTNAM AV & IRVING PL,,BROOKLYN,3/29/2013,,,2013PI012775,-73.959785,40.682917
2013PI006713,4044 LACONIA AV,,BRONX,2/26/2013,,,2013PI006713,-73.845149,40.885672
2013PI016368,20 4 ST,,BROOKLYN,5/28/2013,,,2013PI016368,-73.995621,40.677662
2013PI005211,364 BARBEY ST,,BROOKLYN,1/25/2013,4/18/2014,15000,2013PI005211,-73.888054,40.673974
2013PI015479,ADAM CLAYTON POWELL BL,124 ST,MANHATTAN,4/18/2013,4/18/2014,3000,2013PI015479,-73.948822,40.808304
2013PI015528,2640 EIGHTH AV,,MANHATTAN,1/24/2013,,,2013PI015528,-73.943448,40.819914
2013PI009235,FLATBUSH AV & E 31 ST,,BROOKLYN,1/9/2013,,,2013PI009235,-73.946562,40.631793
2013PI017864,FORDHAM RD,JEROME AV,BRONX,4/10/2013,,,2013PI017864,-73.90108,40.862763
2013PI011051,MARMION AV & FAIRMONT PL,,BRONX,2/4/2013,,,2013PI011051,-73.887858,40.842128
2013PI011345,257 ALEXANDER AV,,BRONX,3/15/2013,,,2013PI011345,-73.925311,40.810396
2013PI011601,129 W 147 ST,,MANHATTAN,3/29/2013,,,2013PI011601,-73.93636,40.823009
2013PI011322,92 CANAL ST,,STATEN ISLAND,2/23/2013,,,2013PI011322,-74.076561,40.62637
2013PI011329,141 LIVINGSTON ST,,BROOKLYN,4/1/2013,,,2013PI011329,-73.988138,40.690809
2013PI011332,28 WASHINGTON PL,,MANHATTAN,1/30/2013,,,2013PI011332,-73.995859,40.729818
2013PI013905,2825 CLAFLIN AV,APT 2B,BRONX,4/10/2013,,,2013PI013905,-73.900136,40.872805
2013PI013937,303 E 135 ST,APT 4B,BRONX,5/15/2013,,,2013PI013937,-73.926861,40.809543
