#population,latitude,longitude,income,errormargin
5717,34.147201,-84.119573,93721,6964
3472,34.141505,-84.225319,71782,22873
4449,34.118032,-84.248546,93859,15671
3848,34.120068,-84.20158,119214,28498
4575,34.097273,-84.190873,114594,16853
3797,34.135939,-84.161158,99097,24821
4020,34.080977,-84.175055,119525,11321
4608,34.132713,-84.137099,122143,17013
4599,34.065723,-84.139805,142750,30422
4341,34.11674,-84.133942,108896,12244
4230,34.084585,-84.129559,123996,19677
3533,34.109395,-84.112694,134211,30724
5614,34.101774,-84.156274,145238,15048
2260,34.134487,-84.185539,107716,25389
3790,34.426003,-83.113582,28546,6082
3810,34.482754,-83.125723,42320,4418
5754,34.395684,-83.28682,27764,5683
3245,34.287208,-83.260088,29918,8446
5485,34.304552,-83.128575,32312,6951
4413,33.795519,-84.354357,123676,16986
5449,33.791469,-84.363944,88698,13021
1715,33.789623,-84.381193,106136,30222
4687,33.794057,-84.387782,73913,11893
5203,33.784627,-84.404423,42335,5360
2794,33.778622,-84.424639,62643,20759
2272,33.782158,-84.393709,71216,17933
6315,33.7761,-84.398472,35625,23612
3633,33.784568,-84.381142,71719,7483
3479,33.776267,-84.380513,56340,7050
3937,33.776715,-84.384713,63314,5447
4073,33.775664,-84.372682,59054,5092
2182,33.777081,-84.362392,68169,10218
4326,33.776103,-84.353945,61815,6688
2072,33.766455,-84.355249,64778,15171
2800,33.766282,-84.368246,30767,16753
3927,33.767403,-84.377335,31006,8422
4636,33.767625,-84.388433,37639,14341
2451,33.765962,-84.394361,27447,9141
1476,33.766506,-84.417269,16034,3832
2273,33.758888,-84.424737,24814,9739
1904,33.758918,-84.413401,23611,8500
914,33.757544,-84.40519,30991,13990
3547,33.757482,-84.380421,17426,10348
2523,33.758523,-84.368888,61250,14016
2870,33.75892,-84.35867,86394,14722
1599,33.752085,-84.352592,45265,11230
2015,33.750261,-84.364286,51020,7478
2241,33.749205,-84.392219,54012,6070
1207,33.751636,-84.403199,23878,6360
0,33.748988,-84.410133,0,0
3967,33.750927,-84.413593,21464,8420
1331,33.750029,-84.422291,17315,9490
2231,33.749683,-84.43514,26833,5784
1862,33.741351,-84.427939,24621,15817
2212,33.739023,-84.418518,19540,3738
2421,33.745342,-84.409105,32566,8487
2238,33.739385,-84.4027,18638,4533
936,33.744961,-84.383177,11222,1703
2481,33.740443,-84.379851,59875,7366
1899,33.742109,-84.366588,54081,6451
4094,33.735392,-84.355103,75424,12557
3443,33.731659,-84.369859,91734,11387
2307,33.729799,-84.383682,24125,9236
2556,33.716094,-84.388187,16403,6004
1544,33.732029,-84.40358,16359,5455
1412,33.728134,-84.410685,18482,6148
3390,33.737906,-84.43881,21441,6923
3471,33.727573,-84.436912,22778,6485
1311,33.728178,-84.422269,30000,6502
1924,33.724932,-84.401136,20486,5983
1346,33.718373,-84.372134,25698,2863
3678,33.713864,-84.411461,43354,4479
1889,33.70951,-84.421553,32847,6287
1129,33.719336,-84.428511,12051,6123
3570,33.708616,-84.391896,22733,2725
2418,33.710292,-84.367788,0,0
1958,33.705375,-84.360948,5764,5007
3166,33.717528,-84.359451,46513,6977
3943,33.690172,-84.388833,35202,8668
2975,33.694483,-84.37028,23589,4784
2145,33.697093,-84.356024,20052,6801
1706,33.659488,-84.361917,28702,8329
6683,33.673243,-84.383467,23816,7092
3326,33.67818,-84.408351,17332,4306
3511,33.69564,-84.414282,17941,5209
2418,33.710619,-84.458674,37780,7477
4296,33.705558,-84.450131,15712,3578
2730,33.701926,-84.463794,19833,12498
3861,33.701876,-84.507786,40547,14626
4551,33.705342,-84.488146,41090,4047
3628,33.679835,-84.491736,24053,3825
8430,33.670184,-84.514327,49550,12250
8103,33.709587,-84.530215,54602,12179
3449,33.748983,-84.523973,32159,6929
5474,33.747026,-84.514673,34706,5604
3116,33.763064,-84.501076,17002,3821
4306,33.751267,-84.49627,13455,5086
4673,33.733317,-84.491458,59724,4676
4875,33.721795,-84.451226,41140,5751
977,33.735965,-84.451238,30574,3380
5925,33.748873,-84.475225,21075,6104
6083,33.771879,-84.482789,29575,4082
1893,33.775943,-84.505228,20296,5841
2903,33.765086,-84.45709,25404,6054
2000,33.756848,-84.452185,22292,5009
3181,33.761338,-84.435725,17160,3817
3774,33.774689,-84.444345,25156,3632
4917,33.781396,-84.467036,19781,4712
1285,33.793611,-84.483668,26750,13505
4372,33.796864,-84.461844,19310,4970
4578,33.812899,-84.462549,97000,14308
5765,33.801115,-84.414142,52535,6941
2372,33.816419,-84.442233,58409,24191
4883,33.818826,-84.430467,63956,6770
4417,33.81323,-84.413433,115110,18765
4248,33.808171,-84.396502,66983,10451
3677,33.809046,-84.388718,58470,14851
6468,33.813166,-84.360662,51793,4174
4533,33.821872,-84.380898,90068,9356
4073,33.821966,-84.364899,60408,12160
4625,33.831003,-84.359126,53100,6592
4207,33.84054,-84.352144,94419,19009
4015,33.827424,-84.395335,128904,25312
3869,33.838808,-84.385269,39821,17710
2438,33.846957,-84.37873,90982,34582
4461,33.8482,-84.357746,81711,15871
4388,33.834602,-84.377651,56272,10523
3534,33.84094,-84.441178,151071,29952
4680,33.837809,-84.418645,116599,24857
4141,33.866127,-84.42892,180714,67080
4993,33.862004,-84.392205,116533,16845
4487,33.861392,-84.374746,82083,25151
7001,33.865169,-84.3596,152943,16552
4070,33.986022,-84.33042,78221,17465
1834,33.975424,-84.301471,167697,37072
3830,33.965062,-84.280508,196458,37196
5022,33.919333,-84.364103,69311,7817
5439,33.907176,-84.371794,49856,12451
6115,33.889381,-84.375427,58487,10938
2546,33.896105,-84.354854,107300,28287
3133,33.963207,-84.357207,43297,5114
4782,33.973395,-84.350105,37836,6929
4938,33.993819,-84.344829,36274,11392
2194,34.003381,-84.340881,52806,9348
1648,33.930508,-84.369445,66490,19835
5596,33.948224,-84.352991,68216,5234
4017,33.943891,-84.36828,58152,13101
4761,33.929577,-84.410366,139417,18588
4907,33.928214,-84.388353,87148,14202
4977,33.899252,-84.413136,163456,24851
4219,33.98874,-84.357383,43670,5606
5007,33.971834,-84.368636,49042,5451
5604,33.952415,-84.376801,69432,16324
3970,33.881596,-84.390907,108654,42796
5440,33.905215,-84.383911,54783,9379
15350,33.648157,-84.622509,69536,9705
8727,33.709656,-84.556353,74854,8133
12164,33.656655,-84.565266,84935,9377
7684,33.53942,-84.682967,51406,9982
7974,33.606572,-84.474877,27471,7996
3757,33.590375,-84.477703,49971,9225
15841,33.554401,-84.536407,43142,3483
7651,33.611144,-84.511706,45866,5123
6343,33.583054,-84.533778,31477,6500
13362,33.588008,-84.564982,45529,4873
11609,33.577739,-84.610159,67463,3463
4801,33.555561,-84.489301,45839,7135
7850,33.574725,-84.475096,50615,6096
2907,33.661818,-84.455421,32577,11176
3507,33.648528,-84.477271,24844,4562
3482,33.626678,-84.470595,36116,10238
6372,33.66312,-84.406508,33348,10301
3066,33.675645,-84.426996,23623,1955
2348,33.685066,-84.427586,47167,9155
3445,33.695868,-84.444039,35057,10742
4813,33.675155,-84.451039,34559,6907
4849,33.687119,-84.47,40294,11265
8433,33.667944,-84.477011,42852,4831
4263,33.647223,-84.492008,38377,7081
2723,33.631168,-84.498643,27778,8557
6891,34.021807,-84.344251,53269,14487
6363,33.988043,-84.286497,98250,23026
7501,34.007199,-84.315914,83295,9389
8743,34.020398,-84.298612,71827,19125
7449,34.005551,-84.277124,66500,3848
5275,34.067425,-84.347083,96463,10211
4520,34.054351,-84.360008,79524,16720
5853,34.036739,-84.385459,101182,12621
5299,34.048015,-84.374371,92833,14362
7484,34.02909,-84.326053,34180,6547
4435,34.039869,-84.330708,50108,4562
3666,34.006148,-84.368262,77526,16077
4852,34.017709,-84.38437,101324,13105
5097,34.00432,-84.261914,92861,17208
6906,34.019195,-84.242987,182604,27891
2338,34.036898,-84.246158,130395,33499
7679,34.030966,-84.268899,110510,12112
8782,34.095766,-84.355526,118804,27229
12406,34.149627,-84.303546,166520,29223
4198,34.079596,-84.369577,144516,20632
6148,34.076181,-84.404378,140580,26876
5211,34.080289,-84.312577,90536,22763
6414,34.059135,-84.313517,56942,9470
3133,34.007026,-84.204867,134750,34070
6240,34.038025,-84.216232,86000,17951
13082,34.101219,-84.26651,74366,5702
9165,34.106452,-84.289552,134688,12199
4577,34.073336,-84.282412,64250,14873
7467,34.04504,-84.251154,111125,10829
4268,34.052407,-84.255931,101250,12365
7503,34.065592,-84.244252,82666,17105
9333,34.071229,-84.215701,101719,11725
6366,34.089551,-84.221717,104744,27973
9625,34.045233,-84.149866,125540,14638
11473,34.041114,-84.191739,92299,5972
4268,34.074735,-84.192149,170598,28280
7755,34.027969,-84.199395,116058,4067
8047,34.061953,-84.193638,85941,6457
2655,33.772127,-84.411515,16250,10138
2934,33.753586,-84.379086,30916,4028
2918,33.735269,-84.393723,16941,4251
2413,33.661341,-84.439857,43723,7203
0,33.651847,-84.425738,0,0
4223,34.681054,-84.355098,45298,9665
5599,34.757153,-84.507002,43944,3001
5936,34.693163,-84.4857,30970,2565
8420,34.642895,-84.553996,34243,6769
4114,34.611947,-84.436869,40466,6417
3082,33.235927,-82.609847,32346,9769
1189,31.141968,-81.382094,73021,19278
3137,31.150915,-81.394476,56181,16195
4629,31.170714,-81.386964,91125,14472
5765,31.21305,-81.371615,91104,5579
7501,31.261451,-81.55294,51197,7930
3553,31.25044,-81.436251,67264,12795
10267,31.265418,-81.495927,62691,7271
3843,31.173772,-81.481267,36284,7392
4073,31.202228,-81.473951,32730,5926
3910,31.217789,-81.473156,37692,18015
5763,31.219191,-81.515591,31432,7327
7757,31.18893,-81.495535,24980,6926
4159,31.157079,-81.490001,21697,3250
4050,31.142126,-81.487118,37125,6314
10030,31.159788,-81.584913,64637,4265
0,31.14273,-81.304453,0,0
5933,34.538965,-84.782344,42891,7935
6536,34.559113,-84.979119,44115,3893
8829,34.530705,-84.938647,35165,10282
4969,34.511984,-84.912805,47611,6202
4753,34.488663,-84.934226,30718,7239
6778,34.481973,-84.965275,28998,3701
4445,34.420729,-85.001076,40181,6353
6014,34.470244,-84.887194,51347,4616
6929,34.451915,-84.796686,40988,4978
2297,31.025355,-84.212362,30425,8530
2702,30.878752,-84.317226,42561,8698
4364,30.896509,-84.223446,22404,6340
6491,30.908303,-84.17346,30512,2680
6824,30.853662,-84.185781,34387,4453
2333,30.73538,-84.276701,37396,8760
2203,33.649734,-83.236787,41504,7266
2381,33.617862,-83.068078,24327,4936
1889,33.425268,-83.214282,141250,32726
1975,33.489839,-83.209235,59286,13862
5033,33.573912,-83.183331,25254,3740
1071,33.539122,-83.072522,26625,6301
1442,33.454616,-83.107004,37697,7622
9882,34.129227,-84.027856,58463,10440
3651,34.118464,-83.991982,38289,10715
9513,34.087043,-84.008211,59675,6394
6798,34.131724,-84.063324,76948,6461
9660,34.103087,-84.082603,98571,15842
7056,34.096423,-84.052261,79652,8409
3749,34.01078,-84.165362,56838,18936
5827,34.044882,-84.007313,69773,17795
8166,33.971335,-84.143494,50385,14188
6069,34.044405,-84.07895,67044,7739
5098,33.955212,-84.149235,29242,5626
11749,34.063149,-84.091759,119297,10638
11512,34.062519,-84.036868,92020,5743
7777,34.020795,-84.133349,80782,5578
2788,33.969092,-84.121094,44375,14893
8279,34.015232,-84.095066,94711,13808
9538,33.992024,-84.10816,78873,15033
3838,33.989865,-84.142306,64856,18471
3247,33.995778,-84.156561,70035,12218
6339,33.993238,-84.17023,47932,3412
5163,33.929217,-84.255552,31529,3759
3895,33.926603,-84.231357,34116,7591
3642,33.989277,-84.217068,151743,16491
8374,33.975332,-84.199018,78393,14541
4860,33.962259,-84.243313,66827,7550
2794,33.948681,-84.212095,89620,23200
7541,33.946207,-84.182169,60981,8375
9577,33.954261,-84.162524,49675,7762
4850,33.95218,-84.258059,38594,5600
3586,33.94642,-84.245888,32000,7979
2683,33.954691,-84.247162,43661,15755
5689,33.93425,-84.194759,36857,3952
5598,33.925683,-84.202723,34790,4956
4325,33.976097,-84.244667,115769,14749
4583,33.990036,-84.234814,129537,20252
5877,33.89347,-84.153098,44347,8976
3639,33.816482,-84.096667,79259,9247
3663,33.795892,-84.085694,56165,7938
6127,33.899686,-84.215134,32545,5162
6765,33.898382,-84.224156,31765,1817
7302,33.899521,-84.18975,45172,9360
8032,33.913266,-84.183425,41148,5405
7229,33.905125,-84.167355,35876,4649
6967,33.923886,-84.130437,35116,5740
7229,33.917347,-84.149509,38621,6565
5139,33.867664,-84.132745,81927,10048
6267,33.855432,-84.145483,80196,11857
5712,33.884397,-84.098935,67781,11779
5729,33.869674,-84.112196,96900,8940
6718,33.852688,-84.096378,84917,6494
5003,33.833169,-84.11521,59855,12777
7639,33.870143,-84.182138,42305,9441
5814,33.883403,-84.177342,61782,8862
2450,33.887234,-84.20973,42212,9971
7827,33.891151,-84.201558,33783,6307
3803,33.903461,-84.139059,37361,27550
7183,33.907997,-84.10825,34806,4214
10270,33.972113,-84.066111,48768,13264
4737,33.959458,-84.000087,29931,6125
5182,33.937179,-84.002723,40849,8504
4533,33.939339,-83.979745,43365,20018
7356,33.979326,-84.001906,50828,7724
5473,33.936134,-84.106733,40579,5894
7942,34.013109,-84.0239,78490,16955
4476,33.9361,-84.12919,35731,9303
5987,34.007191,-84.001295,76762,10118
4845,34.027849,-84.007905,84180,23458
4033,34.01459,-84.048532,61083,15961
5786,33.998118,-84.057491,74167,13368
7251,33.909711,-84.078154,57807,8718
7688,33.919677,-84.050506,52546,3058
8163,33.927831,-84.087966,62190,4718
7238,33.946491,-84.071372,54498,7587
6176,33.940832,-84.052018,52832,3474
4894,33.94792,-84.032516,54949,13151
4456,33.955435,-84.095011,40232,6166
7379,33.982268,-84.043487,86447,13361
5513,33.94415,-84.090927,45299,5621
6578,33.974373,-84.028483,52529,3455
5061,33.946877,-84.10965,30929,5687
4711,33.950925,-84.117731,45625,10247
6472,33.918023,-83.989127,75255,8640
11612,33.919982,-84.019467,66372,15128
11641,33.95954,-83.951198,49675,4062
16073,33.936968,-83.937752,68510,8271
6847,34.018198,-83.976332,83086,8790
11778,34.003083,-83.960464,82970,7775
5018,33.996347,-84.027908,70196,11594
13793,34.044427,-83.94639,69315,6604
20655,34.090319,-83.951054,72479,9977
15244,34.013543,-83.905879,79744,10532
15422,33.952804,-83.873418,66872,3806
11696,34.095018,-83.868357,74660,10264
14881,34.053402,-83.894045,93933,7868
11695,33.781657,-84.039866,55741,3678
7293,33.894935,-84.063485,81895,12138
7676,33.897976,-84.035544,106950,15053
5217,33.852673,-84.072625,88940,10157
4956,33.871521,-84.053286,71453,11322
7858,33.873359,-84.030199,87681,8215
5249,33.843118,-84.028142,44167,5656
7115,33.87961,-83.999321,70278,18664
8561,33.849255,-83.992905,49718,8485
2917,33.817795,-84.030049,63651,14603
7141,33.817737,-84.057878,64897,7387
15894,33.878979,-83.958455,64043,11750
5565,33.834927,-84.044375,60252,7205
8760,33.887124,-83.895238,76555,6587
9603,33.908217,-83.948682,90743,9401
14110,33.799964,-84.005528,78023,12637
3209,33.832915,-84.064431,48719,6485
6659,33.840871,-83.96714,75048,19661
9173,33.833197,-83.942218,72039,7510
3834,34.654895,-83.437663,56563,15035
4062,34.604547,-83.604049,49020,10043
5608,34.669735,-83.55206,57650,9007
3972,34.604635,-83.512559,33843,3538
4774,34.53913,-83.486225,47058,4689
6991,34.5496,-83.533302,34598,3442
5791,34.464173,-83.59783,40217,6861
8009,34.511542,-83.566402,35817,2153
5436,34.389469,-83.673208,43711,5205
3946,34.32561,-83.704114,54583,12770
5942,34.419421,-83.771467,49192,9088
4161,34.472037,-83.813086,63367,9096
4107,34.409565,-83.829531,75045,7926
6235,34.334005,-83.913074,59149,9131
2570,34.411385,-83.886815,62571,13271
3670,34.385068,-83.951342,38226,20406
4344,34.39341,-83.911307,58365,5541
6378,34.344372,-83.868513,52430,11171
7390,34.34883,-83.833076,66700,9265
5382,34.325473,-83.794732,34537,4015
6294,34.284141,-83.771825,32569,4329
5060,34.252647,-83.713605,46947,5414
3402,34.299321,-83.811275,25964,10391
5456,34.310003,-83.833316,40759,10634
6013,34.271049,-83.895879,46200,7621
6539,34.287485,-83.854479,31616,9099
2959,34.303746,-83.868337,45000,12066
5249,34.28264,-83.835793,24048,12398
4809,34.264826,-83.851086,43203,11926
7839,34.236737,-83.804234,38333,12566
5663,34.238962,-83.753055,44517,5137
5452,34.216455,-83.8399,58181,6628
4968,34.177155,-83.816663,63301,7736
5291,34.240977,-83.908123,66896,6499
3576,34.243084,-83.87891,33875,1986
5201,34.211706,-83.876076,43732,8090
4204,34.199661,-83.9347,71094,12736
4183,34.166467,-83.977802,75755,5163
4903,34.163731,-83.862156,67978,4409
5716,34.156848,-83.899346,71948,7687
4788,34.119814,-83.894744,83209,18982
3472,34.179708,-83.922328,55625,13531
4352,34.145828,-83.948132,55227,11467
4734,34.126268,-83.857779,83365,16444
2661,33.190962,-83.117401,33224,14477
6768,33.281328,-82.956646,21250,2724
3511,33.849829,-85.132406,36812,3742
5725,33.792697,-85.291471,38607,6098
3621,33.777692,-85.079997,43507,10496
8119,33.74671,-85.170261,40469,7035
7804,33.708298,-85.196332,39555,4725
5167,32.838962,-84.988393,47024,12183
3335,32.798038,-84.775737,52642,8587
9234,32.678312,-84.986908,68953,8485
6325,32.637264,-84.899337,84919,4647
7963,32.643483,-84.774548,77515,8377
5629,34.412828,-82.945816,40444,10407
3715,34.408198,-83.048221,41042,10848
3000,34.278251,-83.071809,38281,13459
5563,34.326173,-82.955593,32885,9429
7306,34.338285,-82.900598,31867,6399
4680,33.287188,-85.035134,34884,3316
4281,33.381639,-85.16139,44197,5636
2873,33.237669,-85.169428,42762,6381
13049,33.51699,-84.261948,57295,4907
5669,33.564641,-84.231148,54784,7073
7009,33.623631,-84.209831,66225,12720
5393,33.628522,-84.257206,55893,8015
3416,33.588892,-84.23605,73513,8109
7109,33.585969,-84.195421,67853,7294
8083,33.53462,-84.246071,44633,9584
4025,33.54945,-84.230413,41685,3400
5043,33.522025,-84.222122,58920,7860
11032,33.525841,-84.099154,93046,5330
15012,33.459765,-84.058765,80053,7494
4355,33.557173,-84.155222,82071,15062
9660,33.512833,-84.173939,56610,6416
11025,33.428406,-84.138694,38985,6669
7928,33.468093,-84.245715,72341,5331
9124,33.412529,-84.199952,62404,7810
4367,33.465144,-84.138684,77625,7063
7318,33.495932,-84.195871,85369,14746
4382,33.469452,-84.183686,59375,7988
10718,33.443911,-84.172475,46715,7806
11459,33.418373,-84.016764,65842,9222
10136,33.365439,-84.08582,68045,9587
6898,33.340745,-84.123324,72887,11740
7056,33.39847,-84.302555,42113,4242
14656,33.37982,-84.244472,68567,5486
6018,32.641408,-83.645814,37121,6892
2859,32.664523,-83.667471,56842,29462
5812,32.63757,-83.676635,46333,10037
8685,32.632643,-83.709144,58530,8777
4875,32.626595,-83.646963,37011,8599
6492,32.639429,-83.62004,28075,5911
3133,32.626034,-83.613759,28440,3110
1216,32.601615,-83.579935,53611,6237
3422,32.601352,-83.607937,40739,9563
2464,32.610142,-83.611616,44300,18189
4181,32.612386,-83.630909,56476,3481
6090,32.60283,-83.647117,43814,6218
8896,32.542887,-83.586296,91892,7723
8410,32.603334,-83.67737,45141,7206
6061,32.587297,-83.638768,49063,2739
8295,32.569929,-83.637473,74061,3872
6126,32.538685,-83.652425,71827,5912
17841,32.571835,-83.694646,78974,4881
7023,32.529237,-83.692411,86612,7181
5487,32.479276,-83.725544,42460,8088
4208,32.45634,-83.760417,44703,5899
8286,32.467648,-83.687928,72294,6381
4020,32.368417,-83.680778,52674,15451
2385,31.648122,-83.396797,47404,8265
7153,31.590151,-83.242193,33066,7211
5965,34.145016,-83.69386,61473,9631
5819,34.089888,-83.724613,73536,3860
5381,34.136247,-83.769569,57457,2902
4875,34.223996,-83.596889,44283,3819
5094,34.217651,-83.470112,41094,4286
4824,34.186412,-83.44376,39784,6993
5494,34.099209,-83.424315,51438,10435
8759,34.059674,-83.523769,50461,7475
2449,34.139542,-83.538813,46134,6257
8782,34.126625,-83.598642,53419,6674
3043,34.080478,-83.635547,75166,24379
2586,33.440197,-83.632037,46336,3728
2787,33.408908,-83.782772,50625,18793
8527,33.313582,-83.733216,41729,4811
7183,31.848314,-82.562447,40500,7730
6240,31.876099,-82.614477,30603,5706
1645,31.747151,-82.715327,38516,11038
5179,33.21056,-82.368813,29171,4278
2103,33.171809,-82.484334,40179,9560
6096,33.012186,-82.409839,27101,4249
3552,32.873265,-82.415093,24367,2482
6207,32.823879,-81.931757,27331,5582
2133,32.70947,-82.003539,25645,14525
2789,32.629853,-82.579523,45703,11739
5443,32.734382,-82.696053,31312,4692
1748,32.711708,-82.787834,33438,9308
2660,32.934641,-83.656402,72333,15121
1913,32.931716,-83.582694,54784,42904
7077,32.881925,-83.552989,41073,3117
3319,33.069419,-83.573318,40801,4872
7232,32.998948,-83.547177,58113,3743
6468,32.973985,-83.462931,58494,7651
6401,33.143042,-84.163303,50537,3297
7722,33.043466,-84.133699,35839,3900
4194,33.051137,-84.178945,35743,4419
1936,31.028461,-83.01305,45469,12877
8142,31.037041,-83.109396,39266,7404
3099,32.614597,-82.811722,34500,12138
4638,32.562761,-82.938405,60299,12671
4836,32.597973,-82.997018,60378,5861
1813,32.553951,-82.904802,29522,13230
4149,32.545496,-82.921867,23022,4198
3805,32.527265,-82.960901,44623,5709
2077,32.536326,-83.096462,50714,11373
2452,32.432435,-83.050954,43170,12085
4446,32.503888,-82.920408,35208,8337
2565,32.52983,-82.900129,12500,4316
7711,32.527702,-82.821456,32542,4741
4093,32.396249,-82.931786,36442,8818
2750,32.3166,-82.960525,36458,12254
6693,31.667236,-84.090274,61644,7548
1587,31.873533,-84.212382,31705,15680
6712,31.732436,-84.183064,61810,14442
7836,31.643421,-84.168626,50168,3922
5470,31.633707,-84.258765,76556,23164
6221,31.895666,-81.600209,36064,4240
2297,31.875028,-81.618524,65982,16579
866,31.883343,-81.60191,41395,5917
4151,31.818466,-81.609553,43837,8639
3252,31.771359,-81.619416,31609,4633
5384,31.838335,-81.619044,47462,7353
4509,31.844188,-81.656676,41250,8533
5494,31.812726,-81.626866,44826,8278
6492,31.799123,-81.633395,50604,6684
6718,31.850876,-81.591361,41935,12100
7278,31.821129,-81.581325,44514,5660
3802,31.793622,-81.352062,69919,13743
5109,31.820544,-81.433509,50331,8585
1880,31.742851,-81.467896,31569,3618
0,31.61311,-81.108034,0,0
3707,33.821469,-82.490537,30222,6426
4289,33.746258,-82.408249,40438,7293
8866,31.814437,-81.763006,47964,8394
5598,31.722375,-81.687235,32512,4191
0,31.941544,-81.815531,0,0
4321,30.980563,-83.234922,35378,3648
5348,30.938138,-83.225876,60524,5514
3352,30.929638,-83.262376,80666,9864
3748,30.921876,-83.384141,59375,3061
11096,30.947126,-83.349443,64564,2918
4886,30.891946,-83.292617,47188,7532
2562,30.874564,-83.308944,76912,31664
1543,30.863923,-83.29662,45000,5998
7079,30.864802,-83.270031,29426,3742
4200,30.852498,-83.270035,28857,3927
5815,30.877258,-83.270222,30083,3140
4913,30.888122,-83.254149,52500,9027
3516,30.842471,-83.146898,50500,8275
5420,30.823215,-83.261256,17883,2566
1732,30.82939,-83.302856,26674,8973
3394,30.841183,-83.272995,24358,2916
4023,30.850774,-83.28923,18832,10031
4200,30.85251,-83.313392,42158,9972
5022,30.840453,-83.305405,19983,4240
2386,30.836647,-83.286721,16288,3411
2173,30.821507,-83.350514,38259,10970
2561,30.801117,-83.274974,25339,4262
8253,30.705968,-83.30051,38280,7386
3920,30.760428,-83.223479,45950,7122
3770,30.68968,-83.197002,58320,7541
7467,34.490878,-83.919281,50365,5808
6004,34.585025,-83.940853,46389,6314
9681,34.494301,-84.040269,47000,4208
6814,34.552904,-84.025643,28777,9368
2253,33.553718,-82.484168,50786,11237
5382,33.480642,-82.476972,29819,12493
3175,33.482778,-82.520784,32484,4888
5805,33.44004,-82.496894,37471,5298
5260,33.405422,-82.395963,42080,4024
4432,31.569551,-81.401166,35480,6146
5706,31.466256,-81.392869,46250,15917
4195,31.387889,-81.434332,42978,9740
0,31.553987,-81.583229,0,0
0,31.421481,-81.198829,0,0
2083,32.453578,-83.937131,37063,6465
1814,32.38685,-84.148481,39231,8268
5210,32.276713,-84.086989,29875,8456
5633,32.302307,-83.996498,27018,4437
5481,34.176758,-83.320921,40274,6470
4114,34.142146,-83.208571,44244,7337
4256,34.078381,-83.099871,42446,8694
5449,34.039075,-83.237617,38535,4246
6830,34.059003,-83.306579,42614,4900
1990,34.220418,-83.169451,41481,20344
4523,32.458836,-84.527732,45721,10859
4219,32.297363,-84.51909,28098,4459
6214,32.869005,-84.614358,32386,4768
3155,32.902968,-84.731723,39695,5076
7608,33.163278,-84.70012,42561,5962
5015,33.014525,-84.667042,37064,5991
1599,31.157819,-84.649356,27632,6917
1921,31.194696,-84.730789,30000,5024
2605,31.135099,-84.795828,37397,5233
3515,31.391674,-84.112565,34375,7406
3606,31.177005,-84.088391,34338,9668
2481,31.250578,-84.214243,24405,8989
7812,31.21416,-84.192434,43938,11757
6084,31.129173,-84.212716,29978,6635
6167,33.147161,-83.980143,47575,7883
4234,33.086222,-83.876485,40889,11109
5729,33.043109,-83.961887,26627,6845
4671,32.924998,-83.919979,54683,12726
5623,32.971543,-83.782391,59369,20038
1978,32.272675,-82.505145,39063,8593
4861,32.181853,-82.555408,29881,3809
2284,32.045145,-82.510484,34604,5552
2717,33.722164,-83.499682,43696,11524
3475,33.608916,-83.608482,44122,5227
7183,33.593452,-83.469826,48490,10482
2832,33.548006,-83.349606,46750,7819
1661,33.501103,-83.509584,41125,12960
3587,34.94109,-84.769013,34063,8749
1843,34.845001,-84.735503,39676,8044
9104,34.842406,-84.796849,36731,4373
3852,34.756456,-84.726526,42783,4092
6240,34.770494,-84.788986,33292,6364
5087,34.755427,-84.83668,36300,8719
4348,34.717314,-84.778787,46250,7410
5567,34.667569,-84.83614,30160,6248
2498,32.513416,-84.960443,50116,10038
1741,32.50668,-84.975638,19023,6677
2841,32.516496,-84.980943,39528,7074
2431,32.497529,-84.971166,30227,5329
2851,32.500431,-84.957923,34960,6195
4384,32.498146,-84.934313,39635,8080
2588,32.487442,-84.949827,90000,17149
3371,32.479092,-84.962409,52049,11283
1768,32.489181,-84.978703,22523,4104
2749,32.490373,-84.988784,14223,2093
1272,32.478532,-84.974633,26271,2788
3266,32.469766,-84.939881,28818,2939
2381,32.482665,-84.92557,39792,10056
2795,32.46629,-84.954099,21068,5973
1785,32.463031,-84.966683,35060,12132
1581,32.46192,-84.972256,20063,6354
2626,32.459251,-84.985315,10855,1382
2710,32.444283,-84.960453,13596,6258
2107,32.461261,-84.94954,18015,6924
2878,32.455535,-84.932984,36146,5404
2249,32.442359,-84.933682,29012,2613
2676,32.443545,-84.951564,23425,3636
1744,32.43198,-84.943655,18569,3926
1317,32.412225,-84.931553,36932,23252
2455,32.421324,-84.93561,22759,4859
2338,32.411572,-84.948022,21356,4606
6532,32.531197,-84.872686,51471,5054
5451,32.535614,-84.894078,50161,11366
7265,32.559973,-84.823019,85913,6627
6740,32.569007,-84.976945,72048,9955
7933,32.566453,-84.925466,72940,13011
6013,32.544093,-84.910719,62778,5899
2911,32.550175,-84.936261,61446,8474
2478,32.552101,-85.015758,109667,20253
6293,32.54495,-84.976142,69162,7232
6401,32.530658,-84.939647,55327,5426
4049,32.524985,-84.930401,40573,4119
6399,32.501676,-84.911959,48342,8431
1406,32.515549,-84.888571,35072,7518
4936,32.474767,-84.913417,39124,6827
4146,32.491121,-84.88901,50521,8473
1834,32.495152,-84.864401,0,0
5328,32.476973,-84.891718,33184,7493
4156,32.472699,-84.883044,40446,8682
6010,32.459713,-84.902366,40277,8586
4764,32.448019,-84.913931,44054,6189
5995,32.431069,-84.913884,34212,4326
